From	To	Species	Gene Name
102086306	AGPAT4	Columba livia	1-acylglycerol-3-phosphate O-acyltransferase 4(AGPAT4)
102085701	EPS8	Columba livia	epidermal growth factor receptor pathway substrate 8(EPS8)
102097357	SLC25A3	Columba livia	solute carrier family 25 member 3(SLC25A3)
102086302	MED21	Columba livia	mediator complex subunit 21(MED21)
102086303	PARP1	Columba livia	poly(ADP-ribose) polymerase 1(PARP1)
102098896	DECR2	Columba livia	2,4-dienoyl-CoA reductase 2, peroxisomal(DECR2)
102098898	TBL1XR1	Columba livia	transducin beta like 1 X-linked receptor 1(TBL1XR1)
102090895	ACACA	Columba livia	acetyl-CoA carboxylase alpha(ACACA)
102090894	AUTS2	Columba livia	autism susceptibility candidate 2(AUTS2)
102085705	CHMP1B	Columba livia	charged multivesicular body protein 1B(CHMP1B)
102095200	PPP2R3B	Columba livia	protein phosphatase 2 regulatory subunit B''beta(PPP2R3B)
102091785	LRRC7	Columba livia	leucine rich repeat containing 7(LRRC7)
104531501	ZFAND6	Caprimulgus carolinensis	zinc finger AN1-type containing 6(ZFAND6)
102097343	FGFR1OP2	Columba livia	FGFR1 oncogene partner 2(FGFR1OP2)
102095203	SEC14L1	Columba livia	SEC14 like lipid binding 1(SEC14L1)
102097342	DUSP12	Columba livia	dual specificity phosphatase 12(DUSP12)
102095205	FSTL4	Columba livia	follistatin like 4(FSTL4)
102090884	RPRD1B	Columba livia	regulation of nuclear pre-mRNA domain containing 1B(RPRD1B)
102090198	CTSD	Columba livia	cathepsin D(CTSD)
105399069	grpel2	Aquila chrysaetos canadensis	GrpE like 2, mitochondrial(GRPEL2)
102090199	ACSL1	Columba livia	acyl-CoA synthetase long-chain family member 1(ACSL1)
102086369	DNAJB12	Columba livia	DnaJ heat shock protein family (Hsp40) member B12(DNAJB12)
106901014	TWF1	Calidris pugnax	twinfilin actin binding protein 1(TWF1)
102083546	MBTPS2	Columba livia	membrane bound transcription factor peptidase, site 2(MBTPS2)
102089507	PCGF6	Columba livia	polycomb group ring finger 6(PCGF6)
102089506	SOCS7	Columba livia	suppressor of cytokine signaling 7(SOCS7)
102083542	RABL3	Columba livia	RAB, member of RAS oncogene family like 3(RABL3)
102086364	OXSR1	Columba livia	oxidative stress responsive 1(OXSR1)
102091730	YARS2	Columba livia	tyrosyl-tRNA synthetase 2(YARS2)
102086362	MAGI2	Columba livia	membrane associated guanylate kinase, WW and PDZ domain containing 2(MAGI2)
102091710	ZFC3H1	Columba livia	zinc finger C3H1-type containing(ZFC3H1)
102089509	SECISBP2	Columba livia	SECIS binding protein 2(SECISBP2)
102086356	HSPA8	Columba livia	heat shock protein family A (Hsp70) member 8(HSPA8)
102083555	MID1	Columba livia	midline 1(MID1)
102097329	ABHD15	Columba livia	abhydrolase domain containing 15(ABHD15)
102097326	SACS	Columba livia	sacsin molecular chaperone(SACS)
102097327	AASDHPPT	Columba livia	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase(AASDHPPT)
102086359	TTC3	Columba livia	tetratricopeptide repeat domain 3(TTC3)
102089511	PRPF19	Columba livia	pre-mRNA processing factor 19(PRPF19)
104840331	PRDX6	Haliaeetus leucocephalus	peroxiredoxin 6(PRDX6)
102086351	PWP1	Columba livia	PWP1 homolog, endonuclein(PWP1)
102091745	PDPR	Columba livia	pyruvate dehydrogenase phosphatase regulatory subunit(PDPR)
102091743	CCNI	Columba livia	cyclin I(CCNI)
102083564	ST3GAL4	Columba livia	ST3 beta-galactoside alpha-2,3-sialyltransferase 4(ST3GAL4)
102097312	IMPA2	Columba livia	inositol monophosphatase 2(IMPA2)
102086349	FRA10AC1	Columba livia	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1(FRA10AC1)
102097318	ASTN2	Columba livia	astrotactin 2(ASTN2)
102091738	THBS1	Columba livia	thrombospondin 1(THBS1)
102091732	SCN2B	Columba livia	sodium voltage-gated channel beta subunit 2(SCN2B)
102086338	CABIN1	Columba livia	calcineurin binding protein 1(CABIN1)
102097302	MTMR10	Columba livia	myotubularin related protein 10(MTMR10)
102097300	PRICKLE2	Columba livia	prickle planar cell polarity protein 2(PRICKLE2)
102097306	SUB1	Columba livia	SUB1 homolog, transcriptional regulator(SUB1)
102083577	PITPNC1	Columba livia	phosphatidylinositol transfer protein, cytoplasmic 1(PITPNC1)
102086336	CRLF3	Columba livia	cytokine receptor like factor 3(CRLF3)
102086335	MAP3K9	Columba livia	mitogen-activated protein kinase kinase kinase 9(MAP3K9)
102086330	ALG12	Columba livia	ALG12, alpha-1,6-mannosyltransferase(ALG12)
102086332	NDST2	Columba livia	N-deacetylase and N-sulfotransferase 2(NDST2)
102086331	TPD52L2	Columba livia	tumor protein D52 like 2(TPD52L2)
102083571	PHF20L1	Columba livia	PHD finger protein 20-like 1(PHF20L1)
102087450	PRR14L	Columba livia	proline rich 14 like(PRR14L)
102088410	CCNH	Columba livia	cyclin H(CCNH)
102087452	WAC	Columba livia	WW domain containing adaptor with coiled-coil(WAC)
103923001	CDV3	Pygoscelis adeliae	CDV3 homolog(CDV3)
102088418	NAA15	Columba livia	N(alpha)-acetyltransferase 15, NatA auxiliary subunit(NAA15)
105409793	DNAJC15	Aquila chrysaetos canadensis	DnaJ heat shock protein family (Hsp40) member C15(DNAJC15)
105412821	MAPK8	Aquila chrysaetos canadensis	mitogen-activated protein kinase 8(MAPK8)
102088415	LUZP2	Columba livia	leucine zipper protein 2(LUZP2)
102094602	ZXDC	Columba livia	ZXD family zinc finger C(ZXDC)
102094605	CHKA	Columba livia	choline kinase alpha(CHKA)
102094623	NPTN	Columba livia	neuroplastin(NPTN)
102088422	USP46	Columba livia	ubiquitin specific peptidase 46(USP46)
102087446	RALY	Columba livia	RALY heterogeneous nuclear ribonucleoprotein(RALY)
103780601	RALGAPA2	Merops nubicus	Ral GTPase activating protein catalytic alpha subunit 2(RALGAPA2)
102094613	KCNC4	Columba livia	potassium voltage-gated channel subfamily C member 4(KCNC4)
102092497	TTC39C	Columba livia	tetratricopeptide repeat domain 39C(TTC39C)
102092496	ATP1A1	Columba livia	ATPase Na+/K+ transporting subunit alpha 1(ATP1A1)
102087439	DGAT2	Columba livia	diacylglycerol O-acyltransferase 2(DGAT2)
102098814	sorbs1	Columba livia	sorbin and SH3 domain containing 1(SORBS1)
102087437	TMCO1	Columba livia	transmembrane and coiled-coil domains 1(TMCO1)
102098812	SEC22B	Columba livia	SEC22 homolog B, vesicle trafficking protein(SEC22B)
102095297	PIK3CD	Columba livia	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta(PIK3CD)
102095296	ICA1	Columba livia	islet cell autoantigen 1(ICA1)
102095288	SH3BP4	Columba livia	SH3 domain binding protein 4(SH3BP4)
105403273	WIPI2	Aquila chrysaetos canadensis	WD repeat domain, phosphoinositide interacting 2(WIPI2)
102094600	MAP1B	Columba livia	microtubule associated protein 1B(MAP1B)
102088400	EML4	Columba livia	echinoderm microtubule associated protein like 4(EML4)
102088402	MRRF	Columba livia	mitochondrial ribosome recycling factor(MRRF)
105399071	CSNK1A1	Aquila chrysaetos canadensis	casein kinase 1 alpha 1(CSNK1A1)
102095281	AAGAB	Columba livia	alpha- and gamma-adaptin binding protein(AAGAB)
102098823	INPP4A	Columba livia	inositol polyphosphate-4-phosphatase type I A(INPP4A)
102088406	HIBADH	Columba livia	3-hydroxyisobutyrate dehydrogenase(HIBADH)
102088405	OSBPL10	Columba livia	oxysterol binding protein like 10(OSBPL10)
102098820	TAX1BP3	Columba livia	Tax1 binding protein 3(TAX1BP3)
102098818	SLC30A9	Columba livia	solute carrier family 30 member 9(SLC30A9)
102095272	PTP4A3	Columba livia	protein tyrosine phosphatase type IVA, member 3(PTP4A3)
102098831	EIF2S3	Columba livia	eukaryotic translation initiation factor 2 subunit gamma(EIF2S3)
102087418	TRAPPC9	Columba livia	trafficking protein particle complex 9(TRAPPC9)
102098835	UBE2H	Columba livia	ubiquitin conjugating enzyme E2 H(UBE2H)
106893180	ppp1cb	Calidris pugnax	protein phosphatase 1 catalytic subunit beta(PPP1CB)
102098833	DYNLL1	Columba livia	dynein light chain LC8-type 1(DYNLL1)
102094653	CKAP5	Columba livia	cytoskeleton associated protein 5(CKAP5)
102094652	STRN3	Columba livia	striatin 3(STRN3)
102094647	MYRIP	Columba livia	myosin VIIA and Rab interacting protein(MYRIP)
102098828	HNRNPH1	Columba livia	heterogeneous nuclear ribonucleoprotein H1 (H)(HNRNPH1)
102098827	APPBP2	Columba livia	amyloid beta precursor protein binding protein 2(APPBP2)
102095263	B9D1	Columba livia	B9 domain containing 1(B9D1)
102098841	MYO6	Columba livia	myosin VI(MYO6)
102098840	ADSSL1	Columba livia	adenylosuccinate synthase like 1(ADSSL1)
102095261	GNAZ	Columba livia	G protein subunit alpha z(GNAZ)
102087403	RAB5A	Columba livia	RAB5A, member RAS oncogene family(RAB5A)
102095262	LOC102095262	Columba livia	MOB-like protein phocein(LOC102095262)
101923284	DNAJB2	Falco peregrinus	DnaJ heat shock protein family (Hsp40) member B2(DNAJB2)
102095268	UROS	Columba livia	uroporphyrinogen III synthase(UROS)
102091799	LOC102091799	Columba livia	protocadherin gamma-C3-like(LOC102091799)
102091798	GRIA1	Columba livia	glutamate ionotropic receptor AMPA type subunit 1(GRIA1)
102094657	BCR	Columba livia	BCR, RhoGEF and GTPase activating protein(BCR)
102098856	EFR3A	Columba livia	EFR3 homolog A(EFR3A)
102098855	PAK5	Columba livia	p21 (RAC1) activated kinase 5(PAK5)
103894882	LOC103894882	Aptenodytes forsteri	septin-2(LOC103894882)
102095254	LANCL1	Columba livia	LanC like 1(LANCL1)
102095256	hectd1	Columba livia	HECT domain E3 ubiquitin protein ligase 1(HECTD1)
102095258	GAL3ST1	Columba livia	galactose-3-O-sulfotransferase 1(GAL3ST1)
102094631	MIOS	Columba livia	meiosis regulator for oocyte development(MIOS)
103912963	EIF2B2	Pygoscelis adeliae	eukaryotic translation initiation factor 2B subunit beta(EIF2B2)
102098849	LOC102098849	Columba livia	phosphatidylinositol-binding clathrin assembly protein(LOC102098849)
108492271	VEZT	Lepidothrix coronata	vezatin, adherens junctions transmembrane protein(VEZT)
102098863	PCYT1A	Columba livia	phosphate cytidylyltransferase 1, choline, alpha(PCYT1A)
102096602	MKRN2	Columba livia	makorin ring finger protein 2(MKRN2)
102095246	LOC102095246	Columba livia	neural-cadherin(LOC102095246)
102095243	CORO1C	Columba livia	coronin 1C(CORO1C)
102095244	NR1D2	Columba livia	nuclear receptor subfamily 1 group D member 2(NR1D2)
102094645	UEVLD	Columba livia	UEV and lactate/malate dehyrogenase domains(UEVLD)
102095247	NSFL1C	Columba livia	NSFL1 cofactor(NSFL1C)
102094635	KDELR2	Columba livia	KDEL endoplasmic reticulum protein retention receptor 2(KDELR2)
102096618	EPHB6	Columba livia	EPH receptor B6(EPHB6)
102092439	ACOT12	Columba livia	acyl-CoA thioesterase 12(ACOT12)
102092436	LOC102092436	Columba livia	GDNF-inducible zinc finger protein 1(LOC102092436)
102092435	DAB2IP	Columba livia	DAB2 interacting protein(DAB2IP)
102088389	FAXC	Columba livia	failed axon connections homolog(FAXC)
105413431	PHACTR2	Aquila chrysaetos canadensis	phosphatase and actin regulator 2(PHACTR2)
102088388	LOC102088388	Columba livia	zinc finger MIZ domain-containing protein 1(LOC102088388)
102088386	ZFHX4	Columba livia	zinc finger homeobox 4(ZFHX4)
103904369	G3BP1	Aptenodytes forsteri	G3BP stress granule assembly factor 1(G3BP1)
102096623	ALDH1L2	Columba livia	aldehyde dehydrogenase 1 family member L2(ALDH1L2)
101877675	LOC101877675	Melopsittacus undulatus	glutaredoxin 5(LOC101877675)
102096609	LONP2	Columba livia	lon peptidase 2, peroxisomal(LONP2)
102092425	ADCY3	Columba livia	adenylate cyclase 3(ADCY3)
102092431	ACAP2	Columba livia	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2(ACAP2)
102088373	PYGL	Columba livia	phosphorylase, glycogen, liver(PYGL)
102088376	COL4A3BP	Columba livia	collagen type IV alpha 3 binding protein(COL4A3BP)
102088378	ARID4A	Columba livia	AT-rich interaction domain 4A(ARID4A)
102096610	ABHD8	Columba livia	abhydrolase domain containing 8(ABHD8)
102096638	SRSF3	Columba livia	serine and arginine rich splicing factor 3(SRSF3)
102090100	ATP6AP2	Columba livia	ATPase H+ transporting accessory protein 2(ATP6AP2)
102092419	MGEA5	Columba livia	meningioma expressed antigen 5 (hyaluronidase)(MGEA5)
102087384	NCOA5	Columba livia	nuclear receptor coactivator 5(NCOA5)
102094688	BTF3	Columba livia	basic transcription factor 3(BTF3)
104831727	ATP6V1A	Haliaeetus leucocephalus	ATPase H+ transporting V1 subunit A(ATP6V1A)
102087386	TTC17	Columba livia	tetratricopeptide repeat domain 17(TTC17)
102089495	SOS2	Columba livia	SOS Ras/Rho guanine nucleotide exchange factor 2(SOS2)
102087385	LOC102087385	Columba livia	mitochondrial amidoxime reducing component 2(LOC102087385)
102088360	CHPF	Columba livia	chondroitin polymerizing factor(CHPF)
102096644	CIT	Columba livia	citron rho-interacting serine/threonine kinase(CIT)
102096647	PPARD	Columba livia	peroxisome proliferator activated receptor delta(PPARD)
102096640	LOC102096640	Columba livia	patatin-like phospholipase domain-containing protein 7(LOC102096640)
102096641	DOCK3	Columba livia	dedicator of cytokinesis 3(DOCK3)
105402213	DYDC1	Aquila chrysaetos canadensis	DPY30 domain containing 1(DYDC1)
105408273	KCNJ6	Aquila chrysaetos canadensis	potassium voltage-gated channel subfamily J member 6(KCNJ6)
102096629	FMN2	Columba livia	formin 2(FMN2)
102083807	MDGA2	Columba livia	MAM domain containing glycosylphosphatidylinositol anchor 2(MDGA2)
102089480	USP6NL	Columba livia	USP6 N-terminal like(USP6NL)
102092409	ANOS1	Columba livia	anosmin 1(ANOS1)
102087390	VPS13C	Columba livia	vacuolar protein sorting 13 homolog C(VPS13C)
104011512	ADSS	Nipponia nippon	adenylosuccinate synthase(ADSS)
102087393	TMEM248	Columba livia	transmembrane protein 248(TMEM248)
102094676	ASB1	Columba livia	ankyrin repeat and SOCS box containing 1(ASB1)
102094673	GOPC	Columba livia	golgi associated PDZ and coiled-coil motif containing(GOPC)
102094671	LOC102094671	Columba livia	L-lactate dehydrogenase B chain-like(LOC102094671)
102089482	FBXL4	Columba livia	F-box and leucine rich repeat protein 4(FBXL4)
105402223	OGDHL	Aquila chrysaetos canadensis	oxoglutarate dehydrogenase-like(OGDHL)
102093976	CPD	Columba livia	carboxypeptidase D(CPD)
103898403	SCRN3	Aptenodytes forsteri	secernin 3(SCRN3)
102093085	DCAF12	Columba livia	DDB1 and CUL4 associated factor 12(DCAF12)
102084204	AGL	Columba livia	amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase(AGL)
102084205	IPO7	Columba livia	importin 7(IPO7)
102096664	AP3M1	Columba livia	adaptor related protein complex 3 mu 1 subunit(AP3M1)
102084206	PRELID3B	Columba livia	PRELI domain containing 3B(PRELID3B)
102096667	TNR	Columba livia	tenascin R(TNR)
102096668	SGCB	Columba livia	sarcoglycan beta(SGCB)
102087368	SPOCK2	Columba livia	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2(SPOCK2)
102092489	DMXL2	Columba livia	Dmx like 2(DMXL2)
102092487	MTF1	Columba livia	metal regulatory transcription factor 1(MTF1)
102087364	RANBP10	Columba livia	RAN binding protein 10(RANBP10)
102092485	FBXO41	Columba livia	F-box protein 41(FBXO41)
102087361	SLC16A6	Columba livia	solute carrier family 16 member 6(SLC16A6)
102093984	NRP2	Columba livia	neuropilin 2(NRP2)
104071552	CLNS1A	Fulmarus glacialis	chloride nucleotide-sensitive channel 1A(CLNS1A)
102093989	SREK1	Columba livia	splicing regulatory glutamic acid and lysine rich protein 1(SREK1)
102093988	KBTBD8	Columba livia	kelch repeat and BTB domain containing 8(KBTBD8)
102092469	PDPK1	Columba livia	3-phosphoinositide dependent protein kinase 1(PDPK1)
102088336	ACAA1	Columba livia	acetyl-CoA acyltransferase 1(ACAA1)
102096658	GRK3	Columba livia	G protein-coupled receptor kinase 3(GRK3)
102087379	LOC102087379	Columba livia	tubulin alpha-5 chain(LOC102087379)
102092478	PLA2G15	Columba livia	phospholipase A2 group XV(PLA2G15)
102092477	BAG2	Columba livia	BCL2 associated athanogene 2(BAG2)
102092472	DDX24	Columba livia	DEAD-box helicase 24(DDX24)
102093994	FAM91A1	Columba livia	family with sequence similarity 91 member A1(FAM91A1)
102088333	SLC38A10	Columba livia	solute carrier family 38 member 10(SLC38A10)
102093995	AKAP12	Columba livia	A-kinase anchoring protein 12(AKAP12)
102092459	SPRED1	Columba livia	sprouty related EVH1 domain containing 1(SPRED1)
104835846	PPHLN1	Haliaeetus leucocephalus	periphilin 1(PPHLN1)
102087347	KPNA4	Columba livia	karyopherin subunit alpha 4(KPNA4)
102096688	MURC	Columba livia	muscle related coiled-coil protein(MURC)
102093196	CCND2	Columba livia	cyclin D2(CCND2)
102096686	CROCC	Columba livia	ciliary rootlet coiled-coil, rootletin(CROCC)
102084228	PACSIN2	Columba livia	protein kinase C and casein kinase substrate in neurons 2(PACSIN2)
102096681	LOC102096681	Columba livia	CAP-Gly domain-containing linker protein 1(LOC102096681)
102087340	TELO2	Columba livia	telomere maintenance 2(TELO2)
104843136	FKBP14	Haliaeetus leucocephalus	FK506 binding protein 14(FKBP14)
102096683	ITPR2	Columba livia	inositol 1,4,5-trisphosphate receptor type 2(ITPR2)
102092461	EXOC7	Columba livia	exocyst complex component 7(EXOC7)
102087342	ST6GAL2	Columba livia	ST6 beta-galactoside alpha-2,6-sialyltransferase 2(ST6GAL2)
102093182	LOC102093182	Columba livia	tubulin alpha-4 chain(LOC102093182)
102084213	TOM1	Columba livia	target of myb1 membrane trafficking protein(TOM1)
102096678	TMX3	Columba livia	thioredoxin related transmembrane protein 3(TMX3)
102084214	RUFY1	Columba livia	RUN and FYVE domain containing 1(RUFY1)
102093076	AP1G1	Columba livia	adaptor related protein complex 1 gamma 1 subunit(AP1G1)
102088310	WDR1	Columba livia	WD repeat domain 1(WDR1)
102093077	GOT2	Columba livia	glutamic-oxaloacetic transaminase 2(GOT2)
102096670	PCDH17	Columba livia	protocadherin 17(PCDH17)
102093187	UBL3	Columba livia	ubiquitin like 3(UBL3)
102092456	UBE3C	Columba livia	ubiquitin protein ligase E3C(UBE3C)
102087355	CTDSPL	Columba livia	CTD small phosphatase like(CTDSPL)
102093175	BMP3	Columba livia	bone morphogenetic protein 3(BMP3)
102086277	BRS3	Columba livia	bombesin receptor subtype 3(BRS3)
102093178	PTPRD	Columba livia	protein tyrosine phosphatase, receptor type D(PTPRD)
102090908	UBAP1	Columba livia	ubiquitin associated protein 1(UBAP1)
102090906	EPM2A	Columba livia	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)(EPM2A)
102086273	LRP8	Columba livia	LDL receptor related protein 8(LRP8)
102093046	GDPD1	Columba livia	glycerophosphodiester phosphodiesterase domain containing 1(GDPD1)
102093940	SP2	Columba livia	Sp2 transcription factor(SP2)
102089437	CIPC	Columba livia	CLOCK interacting pacemaker(CIPC)
102089438	CREG1	Columba livia	cellular repressor of E1A stimulated genes 1(CREG1)
102090901	LOC102090901	Columba livia	proactivator polypeptide(LOC102090901)
102083865	TJP1	Columba livia	tight junction protein 1(TJP1)
102084248	CACNG4	Columba livia	calcium voltage-gated channel auxiliary subunit gamma 4(CACNG4)
102093041	GLCE	Columba livia	glucuronic acid epimerase(GLCE)
102093174	GALNT9	Columba livia	polypeptide N-acetylgalactosaminyltransferase 9(GALNT9)
105402274	TMEM254	Aquila chrysaetos canadensis	transmembrane protein 254(TMEM254)
102083504	LOC102083504	Columba livia	uncharacterized LOC102083504(LOC102083504)
102090161	NDUFAF4	Columba livia	NADH:ubiquinone oxidoreductase complex assembly factor 4(NDUFAF4)
102093934	MFF	Columba livia	mitochondrial fission factor(MFF)
102086286	U2AF1	Columba livia	U2 small nuclear RNA auxiliary factor 1(U2AF1)
102096690	MAP7	Columba livia	microtubule associated protein 7(MAP7)
102093056	SCN1A	Columba livia	sodium voltage-gated channel alpha subunit 1(SCN1A)
102093169	ETNPPL	Columba livia	ethanolamine-phosphate phospho-lyase(ETNPPL)
102093950	SLC31A1	Columba livia	solute carrier family 31 member 1(SLC31A1)
102089422	TTC21B	Columba livia	tetratricopeptide repeat domain 21B(TTC21B)
105401960	KIAA1147	Aquila chrysaetos canadensis	KIAA1147 ortholog(KIAA1147)
102084239	CFLAR	Columba livia	CASP8 and FADD like apoptosis regulator(CFLAR)
102096698	NAV2	Columba livia	neuron navigator 2(NAV2)
102093050	RAPGEF1	Columba livia	Rap guanine nucleotide exchange factor 1(RAPGEF1)
102089427	CASP3	Columba livia	caspase 3(CASP3)
102084232	QKI	Columba livia	QKI, KH domain containing RNA binding(QKI)
102084234	LOC102084234	Columba livia	actin-related protein 3(LOC102084234)
102083502	DDHD1	Columba livia	DDHD domain containing 1(DDHD1)
102090156	SGIP1	Columba livia	SH3 domain GRB2 like endophilin interacting protein 1(SGIP1)
102091805	SNX4	Columba livia	sorting nexin 4(SNX4)
102083869	KIAA1324L	Columba livia	KIAA1324 like(KIAA1324L)
102093948	LOC102093948	Columba livia	beta-1,4-galactosyltransferase 3-like(LOC102093948)
102093947	PECR	Columba livia	peroxisomal trans-2-enoyl-CoA reductase(PECR)
102093961	MIB1	Columba livia	mindbomb E3 ubiquitin protein ligase 1(MIB1)
102093024	USP31	Columba livia	ubiquitin specific peptidase 31(USP31)
102093154	SNAP47	Columba livia	synaptosome associated protein 47(SNAP47)
102093026	TTC14	Columba livia	tetratricopeptide repeat domain 14(TTC14)
102084264	CPNE3	Columba livia	copine 3(CPNE3)
102093153	NCEH1	Columba livia	neutral cholesterol ester hydrolase 1(NCEH1)
102086255	MED10	Columba livia	mediator complex subunit 10(MED10)
102086253	LOC102086253	Columba livia	protein FAM49A-like(LOC102086253)
102093027	LOC102093027	Columba livia	tubulin beta-1 chain(LOC102093027)
102084261	LOC102084261	Columba livia	probable hydrolase PNKD(LOC102084261)
103916520	KLF12	Pygoscelis adeliae	Kruppel like factor 12(KLF12)
105407653	JMJD6	Aquila chrysaetos canadensis	arginine demethylase and lysine hydroxylase(JMJD6)
102089419	DGCR8	Columba livia	DGCR8, microprocessor complex subunit(DGCR8)
102085795	LOC102085795	Columba livia	rho GTPase-activating protein 24(LOC102085795)
102086259	NDRG3	Columba livia	NDRG family member 3(NDRG3)
102084266	CLGN	Columba livia	calmegin(CLGN)
102083886	EGF	Columba livia	epidermal growth factor(EGF)
102083530	OSGIN2	Columba livia	oxidative stress induced growth inhibitor family member 2(OSGIN2)
102083531	INPP4B	Columba livia	inositol polyphosphate-4-phosphatase type II B(INPP4B)
102093020	FBXO31	Columba livia	F-box protein 31(FBXO31)
102090186	LOC102090186	Columba livia	forkhead box protein O3-like(LOC102090186)
102091818	C1QTNF1	Columba livia	C1q and tumor necrosis factor related protein 1(C1QTNF1)
102083879	MIGA2	Columba livia	mitoguardin 2(MIGA2)
102090187	MYO5C	Columba livia	myosin VC(MYO5C)
102083525	ISCU	Columba livia	iron-sulfur cluster assembly enzyme(ISCU)
102093957	GRK5	Columba livia	G protein-coupled receptor kinase 5(GRK5)
102090182	FTSJ3	Columba livia	FtsJ homolog 3(FTSJ3)
102090937	DYNLT3	Columba livia	dynein light chain Tctex-type 3(DYNLT3)
102090936	SYCP3	Columba livia	synaptonemal complex protein 3(SYCP3)
102093972	NPL	Columba livia	N-acetylneuraminate pyruvate lyase(NPL)
102093145	DNAL4	Columba livia	dynein axonemal light chain 4(DNAL4)
102093036	KDSR	Columba livia	3-ketodihydrosphingosine reductase(KDSR)
102085785	RBM19	Columba livia	RNA binding motif protein 19(RBM19)
102083892	RPH3A	Columba livia	rabphilin 3A(RPH3A)
102086269	IFT81	Columba livia	intraflagellar transport 81(IFT81)
102090931	HSCB	Columba livia	HscB mitochondrial iron-sulfur cluster cochaperone(HSCB)
102089409	GPR107	Columba livia	G protein-coupled receptor 107(GPR107)
102085789	PKNOX1	Columba livia	PBX/knotted 1 homeobox 1(PKNOX1)
102084259	TRAFD1	Columba livia	TRAF-type zinc finger domain containing 1(TRAFD1)
102083895	MIER1	Columba livia	MIER1 transcriptional regulator(MIER1)
102083896	SUCO	Columba livia	SUN domain containing ossification factor(SUCO)
102085788	KIAA1211	Columba livia	KIAA1211 ortholog(KIAA1211)
102089405	DRC7	Columba livia	dynein regulatory complex subunit 7(DRC7)
102090934	DNAJC24	Columba livia	DnaJ heat shock protein family (Hsp40) member C24(DNAJC24)
102083898	RNF150	Columba livia	ring finger protein 150(RNF150)
102083520	LOC102083520	Columba livia	chromosome unknown open reading frame, human C4orf32(LOC102083520)
102091827	PSMG1	Columba livia	proteasome assembly chaperone 1(PSMG1)
103763399	LOC103763399	Manacus vitellinus	poly(A) polymerase alpha(LOC103763399)
102083888	HERC1	Columba livia	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1(HERC1)
104034471	PELI1	Pelecanus crispus	pellino E3 ubiquitin protein ligase 1(PELI1)
102091820	TAF5L	Columba livia	TATA-box binding protein associated factor 5 like(TAF5L)
102093029	IDE	Columba livia	insulin degrading enzyme(IDE)
102093966	LOC102093966	Columba livia	cytochrome b-c1 complex subunit 7(LOC102093966)
102093967	FAM217B	Columba livia	family with sequence similarity 217 member B(FAM217B)
102093139	CBX1	Columba livia	chromobox 1(CBX1)
105399632	FNBP1L	Aquila chrysaetos canadensis	formin binding protein 1 like(FNBP1L)
