From	To	Species	Gene Name
106034804	LOC106034804	Anser cygnoides domesticus	uncharacterized LOC106034804(LOC106034804)
102097009	TK2	Columba livia	thymidine kinase 2, mitochondrial(TK2)
102095588	ST13	Columba livia	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)(ST13)
102087535	ARHGEF7	Columba livia	Rho guanine nucleotide exchange factor 7(ARHGEF7)
102086670	PSEN2	Columba livia	presenilin 2(PSEN2)
106145970	SELENON	Columba livia	selenoprotein N(SELENON)
102086480	HSP90AA1	Columba livia	heat shock protein 90 alpha family class A member 1(HSP90AA1)
102087027	CPE	Columba livia	carboxypeptidase E(CPE)
102087166	SRP9	Columba livia	signal recognition particle 9(SRP9)
105399071	CSNK1A1	Aquila chrysaetos canadensis	casein kinase 1 alpha 1(CSNK1A1)
102098823	INPP4A	Columba livia	inositol polyphosphate-4-phosphatase type I A(INPP4A)
102087617	NAPEPLD	Columba livia	N-acyl phosphatidylethanolamine phospholipase D(NAPEPLD)
102088405	OSBPL10	Columba livia	oxysterol binding protein like 10(OSBPL10)
102087732	SPEG	Columba livia	SPEG complex locus(SPEG)
102095406	LGALS8	Columba livia	galectin 8(LGALS8)
105411926	MAPT	Aquila chrysaetos canadensis	microtubule associated protein tau(MAPT)
102098299	GALC	Columba livia	galactosylceramidase(GALC)
102094751	CLSTN1	Columba livia	calsyntenin 1(CLSTN1)
102087417	EYA1	Columba livia	EYA transcriptional coactivator and phosphatase 1(EYA1)
102095138	CMTR1	Columba livia	cap methyltransferase 1(CMTR1)
102088692	ITPK1	Columba livia	inositol-tetrakisphosphate 1-kinase(ITPK1)
102098835	UBE2H	Columba livia	ubiquitin conjugating enzyme E2 H(UBE2H)
102093625	EFNB2	Columba livia	ephrin B2(EFNB2)
102091662	CAMTA1	Columba livia	calmodulin binding transcription activator 1(CAMTA1)
102098974	zc3h12b	Columba livia	zinc finger CCCH-type containing 12B(ZC3H12B)
102094652	STRN3	Columba livia	striatin 3(STRN3)
102094077	RALGAPA2	Columba livia	Ral GTPase activating protein catalytic alpha subunit 2(RALGAPA2)
102096001	MXRA7	Columba livia	matrix remodeling associated 7(MXRA7)
102096708	NOC2L	Columba livia	NOC2 like nucleolar associated transcriptional repressor(NOC2L)
104014243	TBC1D9B	Nipponia nippon	TBC1 domain family member 9B(TBC1D9B)
102085928	COPB2	Columba livia	coatomer protein complex subunit beta 2(COPB2)
102098828	HNRNPH1	Columba livia	heterogeneous nuclear ribonucleoprotein H1 (H)(HNRNPH1)
102087699	GNG2	Columba livia	G protein subunit gamma 2(GNG2)
102088567	REEP1	Columba livia	receptor accessory protein 1(REEP1)
102093518	EIF3D	Columba livia	eukaryotic translation initiation factor 3 subunit D(EIF3D)
102092662	LOC102092662	Columba livia	uncharacterized LOC102092662(LOC102092662)
102095477	TMEM50A	Columba livia	transmembrane protein 50A(TMEM50A)
102095333	ACTR2	Columba livia	ARP2 actin related protein 2 homolog(ACTR2)
102087004	DNM1	Columba livia	dynamin 1(DNM1)
105404544	UBE2G1	Aquila chrysaetos canadensis	ubiquitin conjugating enzyme E2 G1(UBE2G1)
102093619	RAB1A	Columba livia	RAB1A, member RAS oncogene family(RAB1A)
102098131	RAB26	Columba livia	RAB26, member RAS oncogene family(RAB26)
102085358	PPA2	Columba livia	pyrophosphatase (inorganic) 2(PPA2)
102098133	ERLIN2	Columba livia	ER lipid raft associated 2(ERLIN2)
104830071	PDCD4	Haliaeetus leucocephalus	programmed cell death 4 (neoplastic transformation inhibitor)(PDCD4)
102095066	CD81	Columba livia	CD81 molecule(CD81)
102098232	CAB39	Columba livia	calcium binding protein 39(CAB39)
102098138	ETV1	Columba livia	ETS variant 1(ETV1)
102092384	PRRC2B	Columba livia	proline rich coiled-coil 2B(PRRC2B)
102098856	EFR3A	Columba livia	EFR3 homolog A(EFR3A)
103894882	LOC103894882	Aptenodytes forsteri	septin-2(LOC103894882)
102095445	SAT1	Columba livia	spermidine/spermine N1-acetyltransferase 1(SAT1)
102087967	ETNK1	Columba livia	ethanolamine kinase 1(ETNK1)
102094771	MATR3	Columba livia	matrin 3(MATR3)
102095254	LANCL1	Columba livia	LanC like 1(LANCL1)
102098952	GRB2	Columba livia	growth factor receptor bound protein 2(GRB2)
102093649	LOC102093649	Columba livia	cytochrome P450 2J2(LOC102093649)
102095537	VPS4B	Columba livia	vacuolar protein sorting 4 homolog B(VPS4B)
102085264	MDM2	Columba livia	MDM2 proto-oncogene(MDM2)
102091633	VCP	Columba livia	valosin containing protein(VCP)
102087576	LOC102087576	Columba livia	lysosomal acid lipase/cholesteryl ester hydrolase(LOC102087576)
104832710	GLS	Haliaeetus leucocephalus	glutaminase(GLS)
102085466	ADCY5	Columba livia	adenylate cyclase 5(ADCY5)
102098125	ak5	Columba livia	adenylate kinase 5(AK5)
102098849	LOC102098849	Columba livia	phosphatidylinositol-binding clathrin assembly protein(LOC102098849)
102086541	NRCAM	Columba livia	neuronal cell adhesion molecule(NRCAM)
102098054	ITM2C	Columba livia	integral membrane protein 2C(ITM2C)
102086447	PPP3CA	Columba livia	protein phosphatase 3 catalytic subunit alpha(PPP3CA)
102096702	LOC102096702	Columba livia	serine/arginine-rich splicing factor 6(LOC102096702)
102095244	NR1D2	Columba livia	nuclear receptor subfamily 1 group D member 2(NR1D2)
102095450	ALKBH5	Columba livia	alkB homolog 5, RNA demethylase(ALKBH5)
102093634	ANXA5	Columba livia	annexin A5(ANXA5)
102091650	BRWD1	Columba livia	bromodomain and WD repeat domain containing 1(BRWD1)
102088583	SEPT8	Columba livia	septin 8(SEPT8)
102095557	ZMYND11	Columba livia	zinc finger MYND-type containing 11(ZMYND11)
102087662	CAPN6	Columba livia	calpain 6(CAPN6)
102088302	PCMTD2	Columba livia	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2(PCMTD2)
102085473	USP20	Columba livia	ubiquitin specific peptidase 20(USP20)
107210569	LOC107210569	Parus major	protocadherin gamma-B4-like(LOC107210569)
102096110	DLD	Columba livia	dihydrolipoamide dehydrogenase(DLD)
102095449	EPN2	Columba livia	epsin 2(EPN2)
105402618	LAMP2	Aquila chrysaetos canadensis	lysosomal associated membrane protein 2(LAMP2)
103902216	ITGAV	Aptenodytes forsteri	integrin subunit alpha V(ITGAV)
103826219	LOC103826219	Serinus canaria	chromosome unknown open reading frame, human C6orf62(LOC103826219)
102098215	DMBX1	Columba livia	diencephalon/mesencephalon homeobox 1(DMBX1)
102096356	UNC80	Columba livia	unc-80 homolog, NALCN activator(UNC80)
102098315	FADS1	Columba livia	fatty acid desaturase 1(FADS1)
102098210	RUNX1T1	Columba livia	RUNX1 translocation partner 1(RUNX1T1)
102084588	DTNA	Columba livia	dystrobrevin alpha(DTNA)
102099045	PRKAR1A	Columba livia	protein kinase cAMP-dependent type I regulatory subunit alpha(PRKAR1A)
103904369	G3BP1	Aptenodytes forsteri	G3BP stress granule assembly factor 1(G3BP1)
102096492	ARMC1	Columba livia	armadillo repeat containing 1(ARMC1)
102092526	USPL1	Columba livia	ubiquitin specific peptidase like 1(USPL1)
102097893	FAM49B	Columba livia	family with sequence similarity 49 member B(FAM49B)
102089335	ATP6V0A1	Columba livia	ATPase H+ transporting V0 subunit a1(ATP6V0A1)
102088081	GCH1	Columba livia	GTP cyclohydrolase 1(GCH1)
102098615	FADS2	Columba livia	fatty acid desaturase 2(FADS2)
102088084	GNB5	Columba livia	G protein subunit beta 5(GNB5)
102088083	CACNA2D1	Columba livia	calcium voltage-gated channel auxiliary subunit alpha2delta 1(CACNA2D1)
102085971	PCGF5	Columba livia	polycomb group ring finger 5(PCGF5)
102088473	KIAA1524	Columba livia	KIAA1524 ortholog(KIAA1524)
102087486	NBR1	Columba livia	NBR1, autophagy cargo receptor(NBR1)
102095923	PLA2G6	Columba livia	phospholipase A2 group VI(PLA2G6)
102085691	TMEM47	Columba livia	transmembrane protein 47(TMEM47)
102097862	AKAP11	Columba livia	A-kinase anchoring protein 11(AKAP11)
102096638	SRSF3	Columba livia	serine and arginine rich splicing factor 3(SRSF3)
102090100	ATP6AP2	Columba livia	ATPase H+ transporting accessory protein 2(ATP6AP2)
102089912	NELL2	Columba livia	neural EGFL like 2(NELL2)
102085190	NEGR1	Columba livia	neuronal growth regulator 1(NEGR1)
102095870	LOC102095870	Columba livia	RING finger protein 151(LOC102095870)
104475679	DNAJC5	Chlamydotis macqueenii	DnaJ heat shock protein family (Hsp40) member C5(DNAJC5)
104831727	ATP6V1A	Haliaeetus leucocephalus	ATPase H+ transporting V1 subunit A(ATP6V1A)
102094688	BTF3	Columba livia	basic transcription factor 3(BTF3)
102085987	RAB7A	Columba livia	RAB7A, member RAS oncogene family(RAB7A)
102087385	LOC102087385	Columba livia	mitochondrial amidoxime reducing component 2(LOC102087385)
102095725	RSRP1	Columba livia	arginine and serine rich protein 1(RSRP1)
102096644	CIT	Columba livia	citron rho-interacting serine/threonine kinase(CIT)
102089348	STAM2	Columba livia	signal transducing adaptor molecule 2(STAM2)
102088665	ATP2A2	Columba livia	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2(ATP2A2)
102096641	DOCK3	Columba livia	dedicator of cytokinesis 3(DOCK3)
102084453	KMT2A	Columba livia	lysine methyltransferase 2A(KMT2A)
105402608	LOC105402608	Aquila chrysaetos canadensis	chromosome unknown open reading frame, human CXorf56(LOC105402608)
102092352	SUN1	Columba livia	Sad1 and UNC84 domain containing 1(SUN1)
105413509	ZNF462	Aquila chrysaetos canadensis	zinc finger protein 462(ZNF462)
102096726	NUP35	Columba livia	nucleoporin 35(NUP35)
102096725	D2HGDH	Columba livia	D-2-hydroxyglutarate dehydrogenase(D2HGDH)
102092208	KIF21A	Columba livia	kinesin family member 21A(KIF21A)
102089354	RAB6A	Columba livia	RAB6A, member RAS oncogene family(RAB6A)
105402223	OGDHL	Aquila chrysaetos canadensis	oxoglutarate dehydrogenase-like(OGDHL)
102098737	CIAPIN1	Columba livia	cytokine induced apoptosis inhibitor 1(CIAPIN1)
102084449	SCOC	Columba livia	short coiled-coil protein(SCOC)
105410020	LOC105410020	Aquila chrysaetos canadensis	uncharacterized LOC105410020(LOC105410020)
102096396	SURF4	Columba livia	surfeit 4(SURF4)
102090489	LOC102090489	Columba livia	chromosome unknown open reading frame, human C18orf32(LOC102090489)
102097842	GOLPH3	Columba livia	golgi phosphoprotein 3(GOLPH3)
102092302	HNRNPU	Columba livia	heterogeneous nuclear ribonucleoprotein U(HNRNPU)
102088441	laptm4a	Columba livia	lysosomal protein transmembrane 4 alpha(LAPTM4A)
102096664	AP3M1	Columba livia	adaptor related protein complex 3 mu 1 subunit(AP3M1)
102094559	NCL	Columba livia	nucleolin(NCL)
102096451	FIG4	Columba livia	FIG4 phosphoinositide 5-phosphatase(FIG4)
102097500	DNTTIP2	Columba livia	deoxynucleotidyltransferase terminal interacting protein 2(DNTTIP2)
102090594	SLK	Columba livia	STE20 like kinase(SLK)
102087362	CD99L2	Columba livia	CD99 molecule like 2(CD99L2)
102095806	RIMS4	Columba livia	regulating synaptic membrane exocytosis 4(RIMS4)
102093989	SREK1	Columba livia	splicing regulatory glutamic acid and lysine rich protein 1(SREK1)
102092469	PDPK1	Columba livia	3-phosphoinositide dependent protein kinase 1(PDPK1)
102088133	LOC102088133	Columba livia	C-Jun-amino-terminal kinase-interacting protein 3(LOC102088133)
102088238	LOC102088238	Columba livia	aldose reductase-like(LOC102088238)
102097852	ZNF185	Columba livia	zinc finger protein 185 (LIM domain)(ZNF185)
102097650	XRCC3	Columba livia	X-ray repair cross complementing 3(XRCC3)
102096797	NMRAL1	Columba livia	NmrA like redox sensor 1(NMRAL1)
102097709	FAM208A	Columba livia	family with sequence similarity 208 member A(FAM208A)
102097516	SQSTM1	Columba livia	sequestosome 1(SQSTM1)
102085299	LHX3	Columba livia	LIM homeobox 3(LHX3)
102094447	DPYSL2	Columba livia	dihydropyrimidinase like 2(DPYSL2)
102088719	KCND3	Columba livia	potassium voltage-gated channel subfamily D member 3(KCND3)
102084521	NSD1	Columba livia	nuclear receptor binding SET domain protein 1(NSD1)
102093589	HEXA	Columba livia	hexosaminidase subunit alpha(HEXA)
102087347	KPNA4	Columba livia	karyopherin subunit alpha 4(KPNA4)
102090341	PPP2R2C	Columba livia	protein phosphatase 2 regulatory subunit Bgamma(PPP2R2C)
102085098	PCNP	Columba livia	PEST proteolytic signal containing nuclear protein(PCNP)
102084228	PACSIN2	Columba livia	protein kinase C and casein kinase substrate in neurons 2(PACSIN2)
102096785	COMMD6	Columba livia	COMM domain containing 6(COMMD6)
102096476	PLS3	Columba livia	plastin 3(PLS3)
102088723	TRAPPC11	Columba livia	trafficking protein particle complex 11(TRAPPC11)
102089302	DNAJC10	Columba livia	DnaJ heat shock protein family (Hsp40) member C10(DNAJC10)
102094435	SLC6A17	Columba livia	solute carrier family 6 member 17(SLC6A17)
102094431	LOC102094431	Columba livia	calcium-dependent secretion activator 1(LOC102094431)
102094571	KIAA1107	Columba livia	KIAA1107 ortholog(KIAA1107)
102088707	CTNNB1	Columba livia	catenin beta 1(CTNNB1)
102092311	TRA2A	Columba livia	transformer 2 alpha homolog(TRA2A)
103915244	RAB14	Pygoscelis adeliae	RAB14, member RAS oncogene family(RAB14)
102097830	ZZZ3	Columba livia	zinc finger ZZ-type containing 3(ZZZ3)
102096283	ENO1	Columba livia	enolase 1(ENO1)
102090485	spop	Columba livia	speckle type BTB/POZ protein(SPOP)
102096481	ALDH6A1	Columba livia	aldehyde dehydrogenase 6 family member A1(ALDH6A1)
102090333	FAM92A	Columba livia	family with sequence similarity 92 member A(FAM92A)
102097636	AP2B1	Columba livia	adaptor related protein complex 2 beta 1 subunit(AP2B1)
102090331	DHCR24	Columba livia	24-dehydrocholesterol reductase(DHCR24)
102090480	TMEM30A	Columba livia	transmembrane protein 30A(TMEM30A)
102093076	AP1G1	Columba livia	adaptor related protein complex 1 gamma 1 subunit(AP1G1)
102088310	WDR1	Columba livia	WD repeat domain 1(WDR1)
105405082	RIOK3	Aquila chrysaetos canadensis	RIO kinase 3(RIOK3)
102087259	HACD3	Columba livia	3-hydroxyacyl-CoA dehydratase 3(HACD3)
102087355	CTDSPL	Columba livia	CTD small phosphatase like(CTDSPL)
102085626	NOL4	Columba livia	nucleolar protein 4(NOL4)
102085627	ATP1B3	Columba livia	ATPase Na+/K+ transporting subunit beta 3(ATP1B3)
102097684	LOC102097684	Columba livia	chromosome unknown open reading frame, human C11orf58(LOC102097684)
102090904	TRHR	Columba livia	thyrotropin releasing hormone receptor(TRHR)
102090901	LOC102090901	Columba livia	proactivator polypeptide(LOC102090901)
102089438	CREG1	Columba livia	cellular repressor of E1A stimulated genes 1(CREG1)
102093277	KLHL7	Columba livia	kelch like family member 7(KLHL7)
103905847	OGT	Aptenodytes forsteri	O-linked N-acetylglucosamine (GlcNAc) transferase(OGT)
102098522	RBM25	Columba livia	RNA binding motif protein 25(RBM25)
102097953	PTPRN2	Columba livia	protein tyrosine phosphatase, receptor type N2(PTPRN2)
102091211	MGME1	Columba livia	mitochondrial genome maintenance exonuclease 1(MGME1)
102091934	LOC102091934	Columba livia	glutathione S-transferase 3(LOC102091934)
102089127	LOC102089127	Columba livia	ATP-dependent RNA helicase DDX19A(LOC102089127)
102090064	SEMA6D	Columba livia	semaphorin 6D(SEMA6D)
102093934	MFF	Columba livia	mitochondrial fission factor(MFF)
102085634	TIMP3	Columba livia	TIMP metallopeptidase inhibitor 3(TIMP3)
102088903	KMT2E	Columba livia	lysine methyltransferase 2E(KMT2E)
102083646	RAP1B	Columba livia	RAP1B, member of RAS oncogene family(RAP1B)
102096690	MAP7	Columba livia	microtubule associated protein 7(MAP7)
103896763	MBP	Aptenodytes forsteri	myelin basic protein(MBP)
102098695	MBNL3	Columba livia	muscleblind like splicing regulator 3(MBNL3)
102090354	PRL	Columba livia	prolactin(PRL)
102096564	LOC102096564	Columba livia	glutathione S-transferase Mu 1-like(LOC102096564)
