From	To	Species	Gene Name
102092823	HMGB1	Columba livia	high mobility group box 1(HMGB1)
102098898	TBL1XR1	Columba livia	transducin beta like 1 X-linked receptor 1(TBL1XR1)
102091397	SHC3	Columba livia	SHC adaptor protein 3(SHC3)
102089086	LOC102089086	Columba livia	uncharacterized LOC102089086(LOC102089086)
102090894	AUTS2	Columba livia	autism susceptibility candidate 2(AUTS2)
102091394	DUSP16	Columba livia	dual specificity phosphatase 16(DUSP16)
102085705	CHMP1B	Columba livia	charged multivesicular body protein 1B(CHMP1B)
102090605	CCT8	Columba livia	chaperonin containing TCP1 subunit 8(CCT8)
102091775	DHFR	Columba livia	dihydrofolate reductase(DHFR)
102095200	PPP2R3B	Columba livia	protein phosphatase 2 regulatory subunit B''beta(PPP2R3B)
102091785	LRRC7	Columba livia	leucine rich repeat containing 7(LRRC7)
102097343	FGFR1OP2	Columba livia	FGFR1 oncogene partner 2(FGFR1OP2)
104531501	ZFAND6	Caprimulgus carolinensis	zinc finger AN1-type containing 6(ZFAND6)
102097342	DUSP12	Columba livia	dual specificity phosphatase 12(DUSP12)
102095205	FSTL4	Columba livia	follistatin like 4(FSTL4)
102090889	PELO	Columba livia	pelota homolog (Drosophila)(PELO)
102085712	LOC102085712	Columba livia	cytochrome c-like(LOC102085712)
102092838	PIK3R1	Columba livia	phosphoinositide-3-kinase regulatory subunit 1(PIK3R1)
102089080	HACD2	Columba livia	3-hydroxyacyl-CoA dehydratase 2(HACD2)
102092835	MBLAC2	Columba livia	metallo-beta-lactamase domain containing 2(MBLAC2)
102092833	MAP1LC3B	Columba livia	microtubule associated protein 1 light chain 3 beta(MAP1LC3B)
102090884	RPRD1B	Columba livia	regulation of nuclear pre-mRNA domain containing 1B(RPRD1B)
102089084	LPGAT1	Columba livia	lysophosphatidylglycerol acyltransferase 1(LPGAT1)
102084602	KPNA6	Columba livia	karyopherin subunit alpha 6(KPNA6)
102092085	SCN3A	Columba livia	sodium voltage-gated channel alpha subunit 3(SCN3A)
102092850	TFB2M	Columba livia	transcription factor B2, mitochondrial(TFB2M)
102090198	CTSD	Columba livia	cathepsin D(CTSD)
105399069	grpel2	Aquila chrysaetos canadensis	GrpE like 2, mitochondrial(GRPEL2)
102083546	MBTPS2	Columba livia	membrane bound transcription factor peptidase, site 2(MBTPS2)
102086369	DNAJB12	Columba livia	DnaJ heat shock protein family (Hsp40) member B12(DNAJB12)
106901014	TWF1	Calidris pugnax	twinfilin actin binding protein 1(TWF1)
102089507	PCGF6	Columba livia	polycomb group ring finger 6(PCGF6)
102089506	SOCS7	Columba livia	suppressor of cytokine signaling 7(SOCS7)
105399060	CCNY	Aquila chrysaetos canadensis	cyclin Y(CCNY)
102092849	ACER2	Columba livia	alkaline ceramidase 2(ACER2)
102092848	RNF217	Columba livia	ring finger protein 217(RNF217)
102091730	YARS2	Columba livia	tyrosyl-tRNA synthetase 2(YARS2)
102086364	OXSR1	Columba livia	oxidative stress responsive 1(OXSR1)
102086763	FAM210B	Columba livia	family with sequence similarity 210 member B(FAM210B)
102087897	BMPR1A	Columba livia	bone morphogenetic protein receptor type 1A(BMPR1A)
102086764	TBC1D30	Columba livia	TBC1 domain family member 30(TBC1D30)
102086768	TESK2	Columba livia	testis-specific kinase 2(TESK2)
102094147	KCTD10	Columba livia	potassium channel tetramerization domain containing 10(KCTD10)
102092076	DAGLB	Columba livia	diacylglycerol lipase beta(DAGLB)
102089509	SECISBP2	Columba livia	SECIS binding protein 2(SECISBP2)
102091331	WBSCR17	Columba livia	Williams-Beuren syndrome chromosome region 17(WBSCR17)
102092863	YPEL2	Columba livia	yippee like 2(YPEL2)
102092079	RRH	Columba livia	retinal pigment epithelium-derived rhodopsin homolog(RRH)
102097319	NRG1	Columba livia	neuregulin 1(NRG1)
102092861	CDH2	Columba livia	cadherin 2(CDH2)
102094144	TIAL1	Columba livia	TIA1 cytotoxic granule associated RNA binding protein like 1(TIAL1)
102083555	MID1	Columba livia	midline 1(MID1)
102086356	HSPA8	Columba livia	heat shock protein family A (Hsp70) member 8(HSPA8)
102097329	ABHD15	Columba livia	abhydrolase domain containing 15(ABHD15)
102092854	SUN2	Columba livia	Sad1 and UNC84 domain containing 2(SUN2)
102083556	ASPG	Columba livia	asparaginase(ASPG)
102097325	STX6	Columba livia	syntaxin 6(STX6)
102086359	TTC3	Columba livia	tetratricopeptide repeat domain 3(TTC3)
102089514	URB1	Columba livia	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)(URB1)
102086351	PWP1	Columba livia	PWP1 homolog, endonuclein(PWP1)
102092060	SALL3	Columba livia	spalt like transcription factor 3(SALL3)
102086736	ZDHHC3	Columba livia	zinc finger DHHC-type containing 3(ZDHHC3)
105401598	ARL3	Aquila chrysaetos canadensis	ADP ribosylation factor like GTPase 3(ARL3)
102087869	MSANTD4	Columba livia	Myb/SANT DNA binding domain containing 4 with coiled-coils(MSANTD4)
102084621	PTPA	Columba livia	protein phosphatase 2 phosphatase activator(PTPA)
102091745	PDPR	Columba livia	pyruvate dehydrogenase phosphatase regulatory subunit(PDPR)
102086732	FAM160B1	Columba livia	family with sequence similarity 160 member B1(FAM160B1)
102087865	SETD7	Columba livia	SET domain containing lysine methyltransferase 7(SETD7)
102091743	CCNI	Columba livia	cyclin I(CCNI)
102094112	SKP1	Columba livia	S-phase kinase associated protein 1(SKP1)
102092066	RCC1L	Columba livia	RCC1 like(RCC1L)
102098394	TMTC1	Columba livia	transmembrane and tetratricopeptide repeat containing 1(TMTC1)
102092067	BDH1	Columba livia	3-hydroxybutyrate dehydrogenase, type 1(BDH1)
102097312	IMPA2	Columba livia	inositol monophosphatase 2(IMPA2)
102094107	LOC102094107	Columba livia	transmembrane protein 178B(LOC102094107)
102086349	FRA10AC1	Columba livia	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1(FRA10AC1)
102086347	PPP1R42	Columba livia	protein phosphatase 1 regulatory subunit 42(PPP1R42)
102092864	NEO1	Columba livia	neogenin 1(NEO1)
102097318	ASTN2	Columba livia	astrotactin 2(ASTN2)
102084619	CLIC4	Columba livia	chloride intracellular channel 4(CLIC4)
102084616	HPCAL4	Columba livia	hippocalcin like 4(HPCAL4)
102086726	LOC102086726	Columba livia	serine/threonine-protein kinase Sgk3(LOC102086726)
102084611	APOH	Columba livia	apolipoprotein H(APOH)
102086746	DYSF	Columba livia	dysferlin(DYSF)
102091738	THBS1	Columba livia	thrombospondin 1(THBS1)
102092050	LOC102092050	Columba livia	ubiquitin-conjugating enzyme E2 R2(LOC102092050)
102086740	BLOC1S5	Columba livia	biogenesis of lysosomal organelles complex 1 subunit 5(BLOC1S5)
102086742	TM6SF1	Columba livia	transmembrane 6 superfamily member 1(TM6SF1)
102091733	ITGA2	Columba livia	integrin subunit alpha 2(ITGA2)
102083569	RECK	Columba livia	reversion inducing cysteine rich protein with kazal motifs(RECK)
103904063	NELFA	Aptenodytes forsteri	negative elongation factor complex member A(NELFA)
102094126	SCRN2	Columba livia	secernin 2(SCRN2)
102097302	MTMR10	Columba livia	myotubularin related protein 10(MTMR10)
102094119	ARSK	Columba livia	arylsulfatase family member K(ARSK)
102092879	ZRANB2	Columba livia	zinc finger RANBP2-type containing 2(ZRANB2)
102097306	SUB1	Columba livia	SUB1 homolog, transcriptional regulator(SUB1)
102092878	GALNT3	Columba livia	polypeptide N-acetylgalactosaminyltransferase 3(GALNT3)
102091347	LARP7	Columba livia	La ribonucleoprotein domain family member 7(LARP7)
102092877	LOC102092877	Columba livia	uncharacterized LOC102092877(LOC102092877)
102086335	MAP3K9	Columba livia	mitogen-activated protein kinase kinase kinase 9(MAP3K9)
102086330	ALG12	Columba livia	ALG12, alpha-1,6-mannosyltransferase(ALG12)
102086332	NDST2	Columba livia	N-deacetylase and N-sulfotransferase 2(NDST2)
102086331	TPD52L2	Columba livia	tumor protein D52 like 2(TPD52L2)
102083571	PHF20L1	Columba livia	PHD finger protein 20-like 1(PHF20L1)
102087838	PKIA	Columba livia	protein kinase (cAMP-dependent, catalytic) inhibitor alpha(PKIA)
103923001	CDV3	Pygoscelis adeliae	CDV3 homolog(CDV3)
102088418	NAA15	Columba livia	N(alpha)-acetyltransferase 15, NatA auxiliary subunit(NAA15)
105409793	DNAJC15	Aquila chrysaetos canadensis	DnaJ heat shock protein family (Hsp40) member C15(DNAJC15)
105412821	MAPK8	Aquila chrysaetos canadensis	mitogen-activated protein kinase 8(MAPK8)
102093569	MAST4	Columba livia	microtubule associated serine/threonine kinase family member 4(MAST4)
103912664	GTDC1	Pygoscelis adeliae	glycosyltransferase like domain containing 1(GTDC1)
102092892	SGSM2	Columba livia	small G protein signaling modulator 2(SGSM2)
102086792	FGFR1OP	Columba livia	FGFR1 oncogene partner(FGFR1OP)
105411914	DCAF7	Aquila chrysaetos canadensis	DDB1 and CUL4 associated factor 7(DCAF7)
102096181	ETF1	Columba livia	eukaryotic translation termination factor 1(ETF1)
102093574	FABP7	Columba livia	fatty acid binding protein 7(FABP7)
102085385	PANK1	Columba livia	pantothenate kinase 1(PANK1)
102086793	ARV1	Columba livia	ARV1 homolog, fatty acid homeostasis modulator(ARV1)
102096183	GLO1	Columba livia	glyoxalase I(GLO1)
102093572	ELOVL5	Columba livia	ELOVL fatty acid elongase 5(ELOVL5)
102092893	SPARC	Columba livia	secreted protein acidic and cysteine rich(SPARC)
102094176	LGMN	Columba livia	legumain(LGMN)
102085383	SLIRP	Columba livia	SRA stem-loop interacting RNA binding protein(SLIRP)
102093570	MCC	Columba livia	mutated in colorectal cancers(MCC)
102094173	LRIG1	Columba livia	leucine rich repeats and immunoglobulin like domains 1(LRIG1)
102087841	ANKRD10	Columba livia	ankyrin repeat domain 10(ANKRD10)
102085387	KIAA1191	Columba livia	KIAA1191 ortholog(KIAA1191)
102096189	DPP10	Columba livia	dipeptidyl peptidase like 10(DPP10)
102094170	SOX8	Columba livia	SRY-box 8(SOX8)
102087844	NELL1	Columba livia	neural EGFL like 1(NELL1)
102094605	CHKA	Columba livia	choline kinase alpha(CHKA)
102094623	NPTN	Columba livia	neuroplastin(NPTN)
102088422	USP46	Columba livia	ubiquitin specific peptidase 46(USP46)
102087446	RALY	Columba livia	RALY heterogeneous nuclear ribonucleoprotein(RALY)
102098800	PANK4	Columba livia	pantothenate kinase 4(PANK4)
102088423	TSPAN7	Columba livia	tetraspanin 7(TSPAN7)
102096176	RPE	Columba livia	ribulose-5-phosphate-3-epimerase(RPE)
102093565	SLF1	Columba livia	SMC5-SMC6 complex localization factor 1(SLF1)
102093567	MAU2	Columba livia	MAU2 sister chromatid cohesion factor(MAU2)
102096171	LOC102096171	Columba livia	serine/threonine-protein phosphatase 4 regulatory subunit 1-like(LOC102096171)
102096170	DIP2C	Columba livia	disco interacting protein 2 homolog C(DIP2C)
102085396	E2F6	Columba livia	E2F transcription factor 6(E2F6)
106865129	ID2	Sturnus vulgaris	inhibitor of DNA binding 2, HLH protein(ID2)
102087853	LRRC28	Columba livia	leucine rich repeat containing 28(LRRC28)
102087854	AK1	Columba livia	adenylate kinase 1(AK1)
102094180	CLN8	Columba livia	ceroid-lipofuscinosis, neuronal 8(CLN8)
102094181	PRKACB	Columba livia	protein kinase cAMP-activated catalytic subunit beta(PRKACB)
102094613	KCNC4	Columba livia	potassium voltage-gated channel subfamily C member 4(KCNC4)
102092497	TTC39C	Columba livia	tetratricopeptide repeat domain 39C(TTC39C)
102092496	ATP1A1	Columba livia	ATPase Na+/K+ transporting subunit alpha 1(ATP1A1)
102087439	DGAT2	Columba livia	diacylglycerol O-acyltransferase 2(DGAT2)
102098814	sorbs1	Columba livia	sorbin and SH3 domain containing 1(SORBS1)
102093547	ZNF326	Columba livia	zinc finger protein 326(ZNF326)
102087437	TMCO1	Columba livia	transmembrane and coiled-coil domains 1(TMCO1)
102098812	SEC22B	Columba livia	SEC22 homolog B, vesicle trafficking protein(SEC22B)
102087435	ARMC10	Columba livia	armadillo repeat containing 10(ARMC10)
102095297	PIK3CD	Columba livia	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta(PIK3CD)
106034804	LOC106034804	Anser cygnoides domesticus	uncharacterized LOC106034804(LOC106034804)
102095296	ICA1	Columba livia	islet cell autoantigen 1(ICA1)
102086770	ELMOD1	Columba livia	ELMO domain containing 1(ELMOD1)
102094157	LAMC1	Columba livia	laminin subunit gamma 1(LAMC1)
102086771	FUNDC1	Columba livia	FUN14 domain containing 1(FUNDC1)
102094154	ATP6V1E1	Columba livia	ATPase H+ transporting V1 subunit E1(ATP6V1E1)
102093556	MGA	Columba livia	MGA, MAX dimerization protein(MGA)
102087824	MAP4K5	Columba livia	mitogen-activated protein kinase kinase kinase kinase 5(MAP4K5)
102086773	NR1H3	Columba livia	nuclear receptor subfamily 1 group H member 3(NR1H3)
102094150	RABGGTB	Columba livia	Rab geranylgeranyltransferase beta subunit(RABGGTB)
102095288	SH3BP4	Columba livia	SH3 domain binding protein 4(SH3BP4)
105403273	WIPI2	Aquila chrysaetos canadensis	WD repeat domain, phosphoinositide interacting 2(WIPI2)
102094600	MAP1B	Columba livia	microtubule associated protein 1B(MAP1B)
102088400	EML4	Columba livia	echinoderm microtubule associated protein like 4(EML4)
105399071	CSNK1A1	Aquila chrysaetos canadensis	casein kinase 1 alpha 1(CSNK1A1)
102095281	AAGAB	Columba livia	alpha- and gamma-adaptin binding protein(AAGAB)
102098823	INPP4A	Columba livia	inositol polyphosphate-4-phosphatase type I A(INPP4A)
102098824	FSTL1	Columba livia	follistatin like 1(FSTL1)
102098825	DTX1	Columba livia	deltex E3 ubiquitin ligase 1(DTX1)
102096190	TMEM59L	Columba livia	transmembrane protein 59 like(TMEM59L)
102091304	DHRS12	Columba livia	dehydrogenase/reductase 12(DHRS12)
102088405	OSBPL10	Columba livia	oxysterol binding protein like 10(OSBPL10)
102098820	TAX1BP3	Columba livia	Tax1 binding protein 3(TAX1BP3)
102091302	CCDC53	Columba livia	coiled-coil domain containing 53(CCDC53)
102098819	XPO4	Columba livia	exportin 4(XPO4)
105411926	MAPT	Aquila chrysaetos canadensis	microtubule associated protein tau(MAPT)
102094169	PARD3B	Columba livia	par-3 family cell polarity regulator beta(PARD3B)
102098818	SLC30A9	Columba livia	solute carrier family 30 member 9(SLC30A9)
102092099	BMT2	Columba livia	base methyltransferase of 25S rRNA 2 homolog(BMT2)
102087834	CCNJ	Columba livia	cyclin J(CCNJ)
102094162	ABR	Columba livia	active BCR-related(ABR)
102094161	NUP88	Columba livia	nucleoporin 88(NUP88)
102095272	PTP4A3	Columba livia	protein tyrosine phosphatase type IVA, member 3(PTP4A3)
102098831	EIF2S3	Columba livia	eukaryotic translation initiation factor 2 subunit gamma(EIF2S3)
102098835	UBE2H	Columba livia	ubiquitin conjugating enzyme E2 H(UBE2H)
106893180	ppp1cb	Calidris pugnax	protein phosphatase 1 catalytic subunit beta(PPP1CB)
102098834	LOC102098834	Columba livia	pre-mRNA-splicing factor CWC22 homolog(LOC102098834)
102093525	GRM5	Columba livia	glutamate metabotropic receptor 5(GRM5)
102098833	DYNLL1	Columba livia	dynein light chain LC8-type 1(DYNLL1)
104070337	ACADSB	Fulmarus glacialis	acyl-CoA dehydrogenase, short/branched chain(ACADSB)
102094653	CKAP5	Columba livia	cytoskeleton associated protein 5(CKAP5)
102094652	STRN3	Columba livia	striatin 3(STRN3)
102095886	DRG2	Columba livia	developmentally regulated GTP binding protein 2(DRG2)
102095881	DGCR6L	Columba livia	DiGeorge syndrome critical region gene 6-like(DGCR6L)
102087802	DNAJC2	Columba livia	DnaJ heat shock protein family (Hsp40) member C2(DNAJC2)
102094647	MYRIP	Columba livia	myosin VIIA and Rab interacting protein(MYRIP)
102085348	LOC102085348	Columba livia	pyruvate kinase PKM(LOC102085348)
102094649	OFD1	Columba livia	OFD1, centriole and centriolar satellite protein(OFD1)
102098828	HNRNPH1	Columba livia	heterogeneous nuclear ribonucleoprotein H1 (H)(HNRNPH1)
102095880	ARHGAP5	Columba livia	Rho GTPase activating protein 5(ARHGAP5)
102098827	APPBP2	Columba livia	amyloid beta precursor protein binding protein 2(APPBP2)
102095263	B9D1	Columba livia	B9 domain containing 1(B9D1)
102098841	MYO6	Columba livia	myosin VI(MYO6)
102093518	EIF3D	Columba livia	eukaryotic translation initiation factor 3 subunit D(EIF3D)
102098840	ADSSL1	Columba livia	adenylosuccinate synthase like 1(ADSSL1)
102093519	CADM2	Columba livia	cell adhesion molecule 2(CADM2)
102095262	LOC102095262	Columba livia	MOB-like protein phocein(LOC102095262)
102098845	SERAC1	Columba livia	serine active site containing 1(SERAC1)
102095268	UROS	Columba livia	uroporphyrinogen III synthase(UROS)
102095265	LOC102095265	Columba livia	histamine H3 receptor-like(LOC102095265)
102095897	FAM204A	Columba livia	family with sequence similarity 204 member A(FAM204A)
102091798	GRIA1	Columba livia	glutamate ionotropic receptor AMPA type subunit 1(GRIA1)
104829988	RABL6	Haliaeetus leucocephalus	RAB, member RAS oncogene family-like 6(RABL6)
102085358	PPA2	Columba livia	pyrophosphatase (inorganic) 2(PPA2)
102094657	BCR	Columba livia	BCR, RhoGEF and GTPase activating protein(BCR)
102094658	SLCO3A1	Columba livia	solute carrier organic anion transporter family member 3A1(SLCO3A1)
102093521	ALS2CL	Columba livia	ALS2 C-terminal like(ALS2CL)
102095890	WDR11	Columba livia	WD repeat domain 11(WDR11)
102098856	EFR3A	Columba livia	EFR3 homolog A(EFR3A)
103894882	LOC103894882	Aptenodytes forsteri	septin-2(LOC103894882)
102098855	PAK5	Columba livia	p21 (RAC1) activated kinase 5(PAK5)
102093509	LOC102093509	Columba livia	guanine nucleotide-binding protein G(q) subunit alpha(LOC102093509)
102095254	LANCL1	Columba livia	LanC like 1(LANCL1)
102095256	hectd1	Columba livia	HECT domain E3 ubiquitin protein ligase 1(HECTD1)
102094631	MIOS	Columba livia	meiosis regulator for oocyte development(MIOS)
102094192	PIGA	Columba livia	phosphatidylinositol glycan anchor biosynthesis class A(PIGA)
102085328	LYPLA1	Columba livia	lysophospholipase I(LYPLA1)
103912963	EIF2B2	Pygoscelis adeliae	eukaryotic translation initiation factor 2B subunit beta(EIF2B2)
102094191	BBS7	Columba livia	Bardet-Biedl syndrome 7(BBS7)
102093510	PPP1R8	Columba livia	protein phosphatase 1 regulatory subunit 8(PPP1R8)
102098849	LOC102098849	Columba livia	phosphatidylinositol-binding clathrin assembly protein(LOC102098849)
108492271	VEZT	Lepidothrix coronata	vezatin, adherens junctions transmembrane protein(VEZT)
102096602	MKRN2	Columba livia	makorin ring finger protein 2(MKRN2)
102095246	LOC102095246	Columba livia	neural-cadherin(LOC102095246)
102095243	CORO1C	Columba livia	coronin 1C(CORO1C)
102098861	NUB1	Columba livia	negative regulator of ubiquitin like proteins 1(NUB1)
102095244	NR1D2	Columba livia	nuclear receptor subfamily 1 group D member 2(NR1D2)
102094645	UEVLD	Columba livia	UEV and lactate/malate dehyrogenase domains(UEVLD)
102085329	RIMS1	Columba livia	regulating synaptic membrane exocytosis 1(RIMS1)
102095247	NSFL1C	Columba livia	NSFL1 cofactor(NSFL1C)
102085338	PKD1	Columba livia	polycystin 1, transient receptor potential channel interacting(PKD1)
102094635	KDELR2	Columba livia	KDEL endoplasmic reticulum protein retention receptor 2(KDELR2)
102085333	VSTM2A	Columba livia	V-set and transmembrane domain containing 2A(VSTM2A)
104842112	LOC104842112	Haliaeetus leucocephalus	lymphocyte antigen 6E(LOC104842112)
105402618	LAMP2	Aquila chrysaetos canadensis	lysosomal associated membrane protein 2(LAMP2)
102088980	KLHDC10	Columba livia	kelch domain containing 10(KLHDC10)
102096212	RAD51C	Columba livia	RAD51 paralog C(RAD51C)
102097743	APIP	Columba livia	APAF1 interacting protein(APIP)
102092439	ACOT12	Columba livia	acyl-CoA thioesterase 12(ACOT12)
102088984	LOC102088984	Columba livia	uncharacterized LOC102088984(LOC102088984)
102097747	FAM20B	Columba livia	FAM20B, glycosaminoglycan xylosylkinase(FAM20B)
102092436	LOC102092436	Columba livia	GDNF-inducible zinc finger protein 1(LOC102092436)
102092435	DAB2IP	Columba livia	DAB2 interacting protein(DAB2IP)
103901638	USP34	Aptenodytes forsteri	ubiquitin specific peptidase 34(USP34)
103914746	PIAS1	Pygoscelis adeliae	protein inhibitor of activated STAT 1(PIAS1)
102088389	FAXC	Columba livia	failed axon connections homolog(FAXC)
105413431	PHACTR2	Aquila chrysaetos canadensis	phosphatase and actin regulator 2(PHACTR2)
102088386	ZFHX4	Columba livia	zinc finger homeobox 4(ZFHX4)
102095626	ACOT9	Columba livia	acyl-CoA thioesterase 9(ACOT9)
103904369	G3BP1	Aptenodytes forsteri	G3BP stress granule assembly factor 1(G3BP1)
102095625	RAPGEF6	Columba livia	Rap guanine nucleotide exchange factor 6(RAPGEF6)
102095627	ZFAND3	Columba livia	zinc finger AN1-type containing 3(ZFAND3)
102096623	ALDH1L2	Columba livia	aldehyde dehydrogenase 1 family member L2(ALDH1L2)
102095629	MAIP1	Columba livia	matrix AAA peptidase interacting protein 1(MAIP1)
104313532	PPM1A	Haliaeetus albicilla	protein phosphatase, Mg2+/Mn2+ dependent 1A(PPM1A)
101877675	LOC101877675	Melopsittacus undulatus	glutaredoxin 5(LOC101877675)
105413007	CACNB2	Aquila chrysaetos canadensis	calcium voltage-gated channel auxiliary subunit beta 2(CACNB2)
103916980	USP32	Pygoscelis adeliae	ubiquitin specific peptidase 32(USP32)
102096220	NAPG	Columba livia	NSF attachment protein gamma(NAPG)
102095622	DTD2	Columba livia	D-tyrosyl-tRNA deacylase 2 (putative)(DTD2)
102088974	XK	Columba livia	X-linked Kx blood group(XK)
102096223	MAFF	Columba livia	MAF bZIP transcription factor F(MAFF)
105402620	MCTS1	Aquila chrysaetos canadensis	MCTS1, re-initiation and release factor(MCTS1)
102092431	ACAP2	Columba livia	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2(ACAP2)
102097749	MYO1B	Columba livia	myosin IB(MYO1B)
103533213	LOC103533213	Calypte anna	transmembrane protein 110-like(LOC103533213)
102088373	PYGL	Columba livia	phosphorylase, glycogen, liver(PYGL)
102088376	COL4A3BP	Columba livia	collagen type IV alpha 3 binding protein(COL4A3BP)
102088378	ARID4A	Columba livia	AT-rich interaction domain 4A(ARID4A)
