From	To	Species	Gene Name
102098351	LOC102098351	Columba livia	chromosome unknown open reading frame, human C9orf3(LOC102098351)
102090615	ACSL3	Columba livia	acyl-CoA synthetase long-chain family member 3(ACSL3)
102098892	AKAP9	Columba livia	A-kinase anchoring protein 9(AKAP9)
102091794	NLGN4X	Columba livia	neuroligin 4, X-linked(NLGN4X)
102092829	TIGAR	Columba livia	TP53 induced glycolysis regulatory phosphatase(TIGAR)
102086306	AGPAT4	Columba livia	1-acylglycerol-3-phosphate O-acyltransferase 4(AGPAT4)
102086304	TPD52L1	Columba livia	tumor protein D52-like 1(TPD52L1)
102092826	GTF2A1	Columba livia	general transcription factor IIA subunit 1(GTF2A1)
102097357	SLC25A3	Columba livia	solute carrier family 25 member 3(SLC25A3)
102086302	MED21	Columba livia	mediator complex subunit 21(MED21)
102086303	PARP1	Columba livia	poly(ADP-ribose) polymerase 1(PARP1)
102092823	HMGB1	Columba livia	high mobility group box 1(HMGB1)
102086301	EVL	Columba livia	Enah/Vasp-like(EVL)
102089094	DDX55	Columba livia	DEAD-box helicase 55(DDX55)
102098898	TBL1XR1	Columba livia	transducin beta like 1 X-linked receptor 1(TBL1XR1)
102090895	ACACA	Columba livia	acetyl-CoA carboxylase alpha(ACACA)
102091397	SHC3	Columba livia	SHC adaptor protein 3(SHC3)
102089086	LOC102089086	Columba livia	uncharacterized LOC102089086(LOC102089086)
102090894	AUTS2	Columba livia	autism susceptibility candidate 2(AUTS2)
102085705	CHMP1B	Columba livia	charged multivesicular body protein 1B(CHMP1B)
102091394	DUSP16	Columba livia	dual specificity phosphatase 16(DUSP16)
102091775	DHFR	Columba livia	dihydrofolate reductase(DHFR)
102095200	PPP2R3B	Columba livia	protein phosphatase 2 regulatory subunit B''beta(PPP2R3B)
102091785	LRRC7	Columba livia	leucine rich repeat containing 7(LRRC7)
102097343	FGFR1OP2	Columba livia	FGFR1 oncogene partner 2(FGFR1OP2)
104531501	ZFAND6	Caprimulgus carolinensis	zinc finger AN1-type containing 6(ZFAND6)
102095204	NDST1	Columba livia	N-deacetylase and N-sulfotransferase 1(NDST1)
102097342	DUSP12	Columba livia	dual specificity phosphatase 12(DUSP12)
102095203	SEC14L1	Columba livia	SEC14 like lipid binding 1(SEC14L1)
102092838	PIK3R1	Columba livia	phosphoinositide-3-kinase regulatory subunit 1(PIK3R1)
102089080	HACD2	Columba livia	3-hydroxyacyl-CoA dehydratase 2(HACD2)
102092835	MBLAC2	Columba livia	metallo-beta-lactamase domain containing 2(MBLAC2)
102092833	MAP1LC3B	Columba livia	microtubule associated protein 1 light chain 3 beta(MAP1LC3B)
102090884	RPRD1B	Columba livia	regulation of nuclear pre-mRNA domain containing 1B(RPRD1B)
102089084	LPGAT1	Columba livia	lysophosphatidylglycerol acyltransferase 1(LPGAT1)
102090887	UVRAG	Columba livia	UV radiation resistance associated(UVRAG)
102090886	TMEM35A	Columba livia	transmembrane protein 35A(TMEM35A)
102087884	ACBD3	Columba livia	acyl-CoA binding domain containing 3(ACBD3)
102084602	KPNA6	Columba livia	karyopherin subunit alpha 6(KPNA6)
102092085	SCN3A	Columba livia	sodium voltage-gated channel alpha subunit 3(SCN3A)
102092850	TFB2M	Columba livia	transcription factor B2, mitochondrial(TFB2M)
102087883	NMD3	Columba livia	NMD3 ribosome export adaptor(NMD3)
102090198	CTSD	Columba livia	cathepsin D(CTSD)
102083546	MBTPS2	Columba livia	membrane bound transcription factor peptidase, site 2(MBTPS2)
102086369	DNAJB12	Columba livia	DnaJ heat shock protein family (Hsp40) member B12(DNAJB12)
106901014	TWF1	Calidris pugnax	twinfilin actin binding protein 1(TWF1)
102089507	PCGF6	Columba livia	polycomb group ring finger 6(PCGF6)
102089506	SOCS7	Columba livia	suppressor of cytokine signaling 7(SOCS7)
105399060	CCNY	Aquila chrysaetos canadensis	cyclin Y(CCNY)
102086364	OXSR1	Columba livia	oxidative stress responsive 1(OXSR1)
102086763	FAM210B	Columba livia	family with sequence similarity 210 member B(FAM210B)
102086764	TBC1D30	Columba livia	TBC1 domain family member 30(TBC1D30)
102086768	TESK2	Columba livia	testis-specific kinase 2(TESK2)
102083899	SETBP1	Columba livia	SET binding protein 1(SETBP1)
102094147	KCTD10	Columba livia	potassium channel tetramerization domain containing 10(KCTD10)
102092076	DAGLB	Columba livia	diacylglycerol lipase beta(DAGLB)
102089509	SECISBP2	Columba livia	SECIS binding protein 2(SECISBP2)
102091331	WBSCR17	Columba livia	Williams-Beuren syndrome chromosome region 17(WBSCR17)
102092863	YPEL2	Columba livia	yippee like 2(YPEL2)
102092079	RRH	Columba livia	retinal pigment epithelium-derived rhodopsin homolog(RRH)
102094144	TIAL1	Columba livia	TIA1 cytotoxic granule associated RNA binding protein like 1(TIAL1)
102097319	NRG1	Columba livia	neuregulin 1(NRG1)
102092861	CDH2	Columba livia	cadherin 2(CDH2)
102086356	HSPA8	Columba livia	heat shock protein family A (Hsp70) member 8(HSPA8)
102097329	ABHD15	Columba livia	abhydrolase domain containing 15(ABHD15)
102097326	SACS	Columba livia	sacsin molecular chaperone(SACS)
102092854	SUN2	Columba livia	Sad1 and UNC84 domain containing 2(SUN2)
102089511	PRPF19	Columba livia	pre-mRNA processing factor 19(PRPF19)
104840331	PRDX6	Haliaeetus leucocephalus	peroxiredoxin 6(PRDX6)
102086351	PWP1	Columba livia	PWP1 homolog, endonuclein(PWP1)
105401598	ARL3	Aquila chrysaetos canadensis	ADP ribosylation factor like GTPase 3(ARL3)
102087869	MSANTD4	Columba livia	Myb/SANT DNA binding domain containing 4 with coiled-coils(MSANTD4)
102086732	FAM160B1	Columba livia	family with sequence similarity 160 member B1(FAM160B1)
102087865	SETD7	Columba livia	SET domain containing lysine methyltransferase 7(SETD7)
102094111	DCTN4	Columba livia	dynactin subunit 4(DCTN4)
102094112	SKP1	Columba livia	S-phase kinase associated protein 1(SKP1)
102094113	lingo3	Columba livia	leucine rich repeat and Ig domain containing 3(LINGO3)
102092066	RCC1L	Columba livia	RCC1 like(RCC1L)
102092067	BDH1	Columba livia	3-hydroxybutyrate dehydrogenase, type 1(BDH1)
102097311	KLHL11	Columba livia	kelch like family member 11(KLHL11)
102094107	LOC102094107	Columba livia	transmembrane protein 178B(LOC102094107)
102097312	IMPA2	Columba livia	inositol monophosphatase 2(IMPA2)
102086349	FRA10AC1	Columba livia	fragile site, folic acid type, rare, fra(10)(q23.3) or fra(10)(q24.2) candidate 1(FRA10AC1)
102092864	NEO1	Columba livia	neogenin 1(NEO1)
102097318	ASTN2	Columba livia	astrotactin 2(ASTN2)
102084619	CLIC4	Columba livia	chloride intracellular channel 4(CLIC4)
102086727	FAM49A	Columba livia	family with sequence similarity 49 member A(FAM49A)
102084611	APOH	Columba livia	apolipoprotein H(APOH)
102092050	LOC102092050	Columba livia	ubiquitin-conjugating enzyme E2 R2(LOC102092050)
102086740	BLOC1S5	Columba livia	biogenesis of lysosomal organelles complex 1 subunit 5(BLOC1S5)
102086742	TM6SF1	Columba livia	transmembrane 6 superfamily member 1(TM6SF1)
102092057	ADD3	Columba livia	adducin 3(ADD3)
103904063	NELFA	Aptenodytes forsteri	negative elongation factor complex member A(NELFA)
102097302	MTMR10	Columba livia	myotubularin related protein 10(MTMR10)
102094119	ARSK	Columba livia	arylsulfatase family member K(ARSK)
102097300	PRICKLE2	Columba livia	prickle planar cell polarity protein 2(PRICKLE2)
102092879	ZRANB2	Columba livia	zinc finger RANBP2-type containing 2(ZRANB2)
102097306	SUB1	Columba livia	SUB1 homolog, transcriptional regulator(SUB1)
102092878	GALNT3	Columba livia	polypeptide N-acetylgalactosaminyltransferase 3(GALNT3)
102086335	MAP3K9	Columba livia	mitogen-activated protein kinase kinase kinase 9(MAP3K9)
102086330	ALG12	Columba livia	ALG12, alpha-1,6-mannosyltransferase(ALG12)
102086332	NDST2	Columba livia	N-deacetylase and N-sulfotransferase 2(NDST2)
102086331	TPD52L2	Columba livia	tumor protein D52 like 2(TPD52L2)
102083571	PHF20L1	Columba livia	PHD finger protein 20-like 1(PHF20L1)
102087838	PKIA	Columba livia	protein kinase (cAMP-dependent, catalytic) inhibitor alpha(PKIA)
103923001	CDV3	Pygoscelis adeliae	CDV3 homolog(CDV3)
105409793	DNAJC15	Aquila chrysaetos canadensis	DnaJ heat shock protein family (Hsp40) member C15(DNAJC15)
105412821	MAPK8	Aquila chrysaetos canadensis	mitogen-activated protein kinase 8(MAPK8)
102093569	MAST4	Columba livia	microtubule associated serine/threonine kinase family member 4(MAST4)
102092892	SGSM2	Columba livia	small G protein signaling modulator 2(SGSM2)
102086792	FGFR1OP	Columba livia	FGFR1 oncogene partner(FGFR1OP)
102096181	ETF1	Columba livia	eukaryotic translation termination factor 1(ETF1)
102085385	PANK1	Columba livia	pantothenate kinase 1(PANK1)
102093574	FABP7	Columba livia	fatty acid binding protein 7(FABP7)
102086793	ARV1	Columba livia	ARV1 homolog, fatty acid homeostasis modulator(ARV1)
102096183	GLO1	Columba livia	glyoxalase I(GLO1)
102094176	LGMN	Columba livia	legumain(LGMN)
102092893	SPARC	Columba livia	secreted protein acidic and cysteine rich(SPARC)
102093572	ELOVL5	Columba livia	ELOVL fatty acid elongase 5(ELOVL5)
102094173	LRIG1	Columba livia	leucine rich repeats and immunoglobulin like domains 1(LRIG1)
102087841	ANKRD10	Columba livia	ankyrin repeat domain 10(ANKRD10)
102085387	KIAA1191	Columba livia	KIAA1191 ortholog(KIAA1191)
102096189	DPP10	Columba livia	dipeptidyl peptidase like 10(DPP10)
102094170	SOX8	Columba livia	SRY-box 8(SOX8)
102087844	NELL1	Columba livia	neural EGFL like 1(NELL1)
102094605	CHKA	Columba livia	choline kinase alpha(CHKA)
102094623	NPTN	Columba livia	neuroplastin(NPTN)
102088422	USP46	Columba livia	ubiquitin specific peptidase 46(USP46)
102087446	RALY	Columba livia	RALY heterogeneous nuclear ribonucleoprotein(RALY)
102093557	FUT8	Columba livia	fucosyltransferase 8(FUT8)
102088423	TSPAN7	Columba livia	tetraspanin 7(TSPAN7)
102093559	CAPZA2	Columba livia	capping actin protein of muscle Z-line alpha subunit 2(CAPZA2)
102093565	SLF1	Columba livia	SMC5-SMC6 complex localization factor 1(SLF1)
102093567	MAU2	Columba livia	MAU2 sister chromatid cohesion factor(MAU2)
102096171	LOC102096171	Columba livia	serine/threonine-protein phosphatase 4 regulatory subunit 1-like(LOC102096171)
102087853	LRRC28	Columba livia	leucine rich repeat containing 28(LRRC28)
102094180	CLN8	Columba livia	ceroid-lipofuscinosis, neuronal 8(CLN8)
102094181	PRKACB	Columba livia	protein kinase cAMP-activated catalytic subunit beta(PRKACB)
102094613	KCNC4	Columba livia	potassium voltage-gated channel subfamily C member 4(KCNC4)
102092497	TTC39C	Columba livia	tetratricopeptide repeat domain 39C(TTC39C)
102092496	ATP1A1	Columba livia	ATPase Na+/K+ transporting subunit alpha 1(ATP1A1)
102087439	DGAT2	Columba livia	diacylglycerol O-acyltransferase 2(DGAT2)
102098814	sorbs1	Columba livia	sorbin and SH3 domain containing 1(SORBS1)
105403678	LOC105403678	Aquila chrysaetos canadensis	uncharacterized LOC105403678(LOC105403678)
102095297	PIK3CD	Columba livia	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta(PIK3CD)
102095296	ICA1	Columba livia	islet cell autoantigen 1(ICA1)
106034804	LOC106034804	Anser cygnoides domesticus	uncharacterized LOC106034804(LOC106034804)
102086770	ELMOD1	Columba livia	ELMO domain containing 1(ELMOD1)
102086772	FOXO1	Columba livia	forkhead box O1(FOXO1)
102094154	ATP6V1E1	Columba livia	ATPase H+ transporting V1 subunit E1(ATP6V1E1)
102093556	MGA	Columba livia	MGA, MAX dimerization protein(MGA)
102087824	MAP4K5	Columba livia	mitogen-activated protein kinase kinase kinase kinase 5(MAP4K5)
102094151	DUSP8	Columba livia	dual specificity phosphatase 8(DUSP8)
102094150	RABGGTB	Columba livia	Rab geranylgeranyltransferase beta subunit(RABGGTB)
102095288	SH3BP4	Columba livia	SH3 domain binding protein 4(SH3BP4)
105403273	WIPI2	Aquila chrysaetos canadensis	WD repeat domain, phosphoinositide interacting 2(WIPI2)
102088400	EML4	Columba livia	echinoderm microtubule associated protein like 4(EML4)
105399071	CSNK1A1	Aquila chrysaetos canadensis	casein kinase 1 alpha 1(CSNK1A1)
102098823	INPP4A	Columba livia	inositol polyphosphate-4-phosphatase type I A(INPP4A)
102095281	AAGAB	Columba livia	alpha- and gamma-adaptin binding protein(AAGAB)
102098824	FSTL1	Columba livia	follistatin like 1(FSTL1)
102096190	TMEM59L	Columba livia	transmembrane protein 59 like(TMEM59L)
102088406	HIBADH	Columba livia	3-hydroxyisobutyrate dehydrogenase(HIBADH)
102098820	TAX1BP3	Columba livia	Tax1 binding protein 3(TAX1BP3)
102091302	CCDC53	Columba livia	coiled-coil domain containing 53(CCDC53)
105411926	MAPT	Aquila chrysaetos canadensis	microtubule associated protein tau(MAPT)
102094169	PARD3B	Columba livia	par-3 family cell polarity regulator beta(PARD3B)
102098818	SLC30A9	Columba livia	solute carrier family 30 member 9(SLC30A9)
102092099	BMT2	Columba livia	base methyltransferase of 25S rRNA 2 homolog(BMT2)
104833389	SNX25	Haliaeetus leucocephalus	sorting nexin 25(SNX25)
102092090	BRCC3	Columba livia	BRCA1/BRCA2-containing complex subunit 3(BRCC3)
102094162	ABR	Columba livia	active BCR-related(ABR)
102094161	NUP88	Columba livia	nucleoporin 88(NUP88)
102095272	PTP4A3	Columba livia	protein tyrosine phosphatase type IVA, member 3(PTP4A3)
105403698	POLE3	Aquila chrysaetos canadensis	DNA polymerase epsilon 3, accessory subunit(POLE3)
102098835	UBE2H	Columba livia	ubiquitin conjugating enzyme E2 H(UBE2H)
106893180	ppp1cb	Calidris pugnax	protein phosphatase 1 catalytic subunit beta(PPP1CB)
102093525	GRM5	Columba livia	glutamate metabotropic receptor 5(GRM5)
102098833	DYNLL1	Columba livia	dynein light chain LC8-type 1(DYNLL1)
104070337	ACADSB	Fulmarus glacialis	acyl-CoA dehydrogenase, short/branched chain(ACADSB)
102094653	CKAP5	Columba livia	cytoskeleton associated protein 5(CKAP5)
102094652	STRN3	Columba livia	striatin 3(STRN3)
102087802	DNAJC2	Columba livia	DnaJ heat shock protein family (Hsp40) member C2(DNAJC2)
102094647	MYRIP	Columba livia	myosin VIIA and Rab interacting protein(MYRIP)
102098828	HNRNPH1	Columba livia	heterogeneous nuclear ribonucleoprotein H1 (H)(HNRNPH1)
102098827	APPBP2	Columba livia	amyloid beta precursor protein binding protein 2(APPBP2)
102098841	MYO6	Columba livia	myosin VI(MYO6)
102095263	B9D1	Columba livia	B9 domain containing 1(B9D1)
102093518	EIF3D	Columba livia	eukaryotic translation initiation factor 3 subunit D(EIF3D)
102093519	CADM2	Columba livia	cell adhesion molecule 2(CADM2)
102095261	GNAZ	Columba livia	G protein subunit alpha z(GNAZ)
102095262	LOC102095262	Columba livia	MOB-like protein phocein(LOC102095262)
102087407	MCF2L2	Columba livia	MCF.2 cell line derived transforming sequence-like 2(MCF2L2)
102095268	UROS	Columba livia	uroporphyrinogen III synthase(UROS)
104829988	RABL6	Haliaeetus leucocephalus	RAB, member RAS oncogene family-like 6(RABL6)
102087812	ARG2	Columba livia	arginase 2(ARG2)
102085358	PPA2	Columba livia	pyrophosphatase (inorganic) 2(PPA2)
102094657	BCR	Columba livia	BCR, RhoGEF and GTPase activating protein(BCR)
102093520	LSG1	Columba livia	large 60S subunit nuclear export GTPase 1(LSG1)
103894882	LOC103894882	Aptenodytes forsteri	septin-2(LOC103894882)
102098855	PAK5	Columba livia	p21 (RAC1) activated kinase 5(PAK5)
102093509	LOC102093509	Columba livia	guanine nucleotide-binding protein G(q) subunit alpha(LOC102093509)
102095256	hectd1	Columba livia	HECT domain E3 ubiquitin protein ligase 1(HECTD1)
102085328	LYPLA1	Columba livia	lysophospholipase I(LYPLA1)
103912963	EIF2B2	Pygoscelis adeliae	eukaryotic translation initiation factor 2B subunit beta(EIF2B2)
102094199	DDX42	Columba livia	DEAD-box helicase 42(DDX42)
102093510	PPP1R8	Columba livia	protein phosphatase 1 regulatory subunit 8(PPP1R8)
102098849	LOC102098849	Columba livia	phosphatidylinositol-binding clathrin assembly protein(LOC102098849)
102095246	LOC102095246	Columba livia	neural-cadherin(LOC102095246)
102098861	NUB1	Columba livia	negative regulator of ubiquitin like proteins 1(NUB1)
102095243	CORO1C	Columba livia	coronin 1C(CORO1C)
102095244	NR1D2	Columba livia	nuclear receptor subfamily 1 group D member 2(NR1D2)
102094645	UEVLD	Columba livia	UEV and lactate/malate dehyrogenase domains(UEVLD)
102085329	RIMS1	Columba livia	regulating synaptic membrane exocytosis 1(RIMS1)
102095247	NSFL1C	Columba livia	NSFL1 cofactor(NSFL1C)
102094635	KDELR2	Columba livia	KDEL endoplasmic reticulum protein retention receptor 2(KDELR2)
102085333	VSTM2A	Columba livia	V-set and transmembrane domain containing 2A(VSTM2A)
104842112	LOC104842112	Haliaeetus leucocephalus	lymphocyte antigen 6E(LOC104842112)
105402618	LAMP2	Aquila chrysaetos canadensis	lysosomal associated membrane protein 2(LAMP2)
102088980	KLHDC10	Columba livia	kelch domain containing 10(KLHDC10)
102092439	ACOT12	Columba livia	acyl-CoA thioesterase 12(ACOT12)
102088984	LOC102088984	Columba livia	uncharacterized LOC102088984(LOC102088984)
102095851	SMG8	Columba livia	SMG8, nonsense mediated mRNA decay factor(SMG8)
102092436	LOC102092436	Columba livia	GDNF-inducible zinc finger protein 1(LOC102092436)
102092435	DAB2IP	Columba livia	DAB2 interacting protein(DAB2IP)
103914746	PIAS1	Pygoscelis adeliae	protein inhibitor of activated STAT 1(PIAS1)
102088389	FAXC	Columba livia	failed axon connections homolog(FAXC)
102088386	ZFHX4	Columba livia	zinc finger homeobox 4(ZFHX4)
102095626	ACOT9	Columba livia	acyl-CoA thioesterase 9(ACOT9)
103904369	G3BP1	Aptenodytes forsteri	G3BP stress granule assembly factor 1(G3BP1)
102095625	RAPGEF6	Columba livia	Rap guanine nucleotide exchange factor 6(RAPGEF6)
102095627	ZFAND3	Columba livia	zinc finger AN1-type containing 3(ZFAND3)
102096623	ALDH1L2	Columba livia	aldehyde dehydrogenase 1 family member L2(ALDH1L2)
104313532	PPM1A	Haliaeetus albicilla	protein phosphatase, Mg2+/Mn2+ dependent 1A(PPM1A)
101877675	LOC101877675	Melopsittacus undulatus	glutaredoxin 5(LOC101877675)
105413007	CACNB2	Aquila chrysaetos canadensis	calcium voltage-gated channel auxiliary subunit beta 2(CACNB2)
103916980	USP32	Pygoscelis adeliae	ubiquitin specific peptidase 32(USP32)
102096220	NAPG	Columba livia	NSF attachment protein gamma(NAPG)
102096609	LONP2	Columba livia	lon peptidase 2, peroxisomal(LONP2)
102088974	XK	Columba livia	X-linked Kx blood group(XK)
102092426	KAT6A	Columba livia	lysine acetyltransferase 6A(KAT6A)
102092431	ACAP2	Columba livia	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2(ACAP2)
102097749	MYO1B	Columba livia	myosin IB(MYO1B)
103533213	LOC103533213	Calypte anna	transmembrane protein 110-like(LOC103533213)
102088373	PYGL	Columba livia	phosphorylase, glycogen, liver(PYGL)
102088378	ARID4A	Columba livia	AT-rich interaction domain 4A(ARID4A)
102096610	ABHD8	Columba livia	abhydrolase domain containing 8(ABHD8)
102097760	XRN1	Columba livia	5'-3' exoribonuclease 1(XRN1)
102096638	SRSF3	Columba livia	serine and arginine rich splicing factor 3(SRSF3)
102090100	ATP6AP2	Columba livia	ATPase H+ transporting accessory protein 2(ATP6AP2)
102095874	ZSWIM6	Columba livia	zinc finger SWIM-type containing 6(ZSWIM6)
102089491	ITGB1	Columba livia	integrin subunit beta 1(ITGB1)
102088966	ATP6V1C1	Columba livia	ATPase H+ transporting V1 subunit C1(ATP6V1C1)
102088965	SPON1	Columba livia	spondin 1(SPON1)
102095870	LOC102095870	Columba livia	RING finger protein 151(LOC102095870)
102092419	MGEA5	Columba livia	meningioma expressed antigen 5 (hyaluronidase)(MGEA5)
102087384	NCOA5	Columba livia	nuclear receptor coactivator 5(NCOA5)
104831727	ATP6V1A	Haliaeetus leucocephalus	ATPase H+ transporting V1 subunit A(ATP6V1A)
102095868	fktn	Columba livia	fukutin(FKTN)
102095867	UBR3	Columba livia	ubiquitin protein ligase E3 component n-recognin 3 (putative)(UBR3)
102087386	TTC17	Columba livia	tetratricopeptide repeat domain 17(TTC17)
102089495	SOS2	Columba livia	SOS Ras/Rho guanine nucleotide exchange factor 2(SOS2)
102087385	LOC102087385	Columba livia	mitochondrial amidoxime reducing component 2(LOC102087385)
102096644	CIT	Columba livia	citron rho-interacting serine/threonine kinase(CIT)
102096647	PPARD	Columba livia	peroxisome proliferator activated receptor delta(PPARD)
102096640	LOC102096640	Columba livia	patatin-like phospholipase domain-containing protein 7(LOC102096640)
102096641	DOCK3	Columba livia	dedicator of cytokinesis 3(DOCK3)
102088950	ABCB7	Columba livia	ATP binding cassette subfamily B member 7(ABCB7)
102083807	MDGA2	Columba livia	MAM domain containing glycosylphosphatidylinositol anchor 2(MDGA2)
102097773	CDIP1	Columba livia	cell death inducing p53 target 1(CDIP1)
102087390	VPS13C	Columba livia	vacuolar protein sorting 13 homolog C(VPS13C)
102096245	FNIP1	Columba livia	folliculin interacting protein 1(FNIP1)
104011512	ADSS	Nipponia nippon	adenylosuccinate synthase(ADSS)
102087393	TMEM248	Columba livia	transmembrane protein 248(TMEM248)
102094673	GOPC	Columba livia	golgi associated PDZ and coiled-coil motif containing(GOPC)
105402223	OGDHL	Aquila chrysaetos canadensis	oxoglutarate dehydrogenase-like(OGDHL)
104312078	RPRD1A	Haliaeetus albicilla	regulation of nuclear pre-mRNA domain containing 1A(RPRD1A)
102096632	B3GAT1	Columba livia	beta-1,3-glucuronyltransferase 1(B3GAT1)
102093976	CPD	Columba livia	carboxypeptidase D(CPD)
102095811	STX16	Columba livia	syntaxin 16(STX16)
102096252	HTRA1	Columba livia	HtrA serine peptidase 1(HTRA1)
102096664	AP3M1	Columba livia	adaptor related protein complex 3 mu 1 subunit(AP3M1)
102084206	PRELID3B	Columba livia	PRELI domain containing 3B(PRELID3B)
102096667	TNR	Columba livia	tenascin R(TNR)
102087368	SPOCK2	Columba livia	SPARC/osteonectin, cwcv and kazal like domains proteoglycan 2(SPOCK2)
102090594	SLK	Columba livia	STE20 like kinase(SLK)
102090597	STAU2	Columba livia	staufen double-stranded RNA binding protein 2(STAU2)
102090596	FAM120A	Columba livia	family with sequence similarity 120A(FAM120A)
102095806	RIMS4	Columba livia	regulating synaptic membrane exocytosis 4(RIMS4)
102087360	PRMT3	Columba livia	protein arginine methyltransferase 3(PRMT3)
102090592	FBXO11	Columba livia	F-box protein 11(FBXO11)
102093989	SREK1	Columba livia	splicing regulatory glutamic acid and lysine rich protein 1(SREK1)
102096267	SCN3B	Columba livia	sodium voltage-gated channel beta subunit 3(SCN3B)
102092469	PDPK1	Columba livia	3-phosphoinositide dependent protein kinase 1(PDPK1)
103919077	SSR1	Pygoscelis adeliae	signal sequence receptor subunit 1(SSR1)
102088336	ACAA1	Columba livia	acetyl-CoA acyltransferase 1(ACAA1)
102096658	GRK3	Columba livia	G protein-coupled receptor kinase 3(GRK3)
102087379	LOC102087379	Columba livia	tubulin alpha-5 chain(LOC102087379)
102097705	BCL10	Columba livia	B-cell CLL/lymphoma 10(BCL10)
102093994	FAM91A1	Columba livia	family with sequence similarity 91 member A1(FAM91A1)
102093995	AKAP12	Columba livia	A-kinase anchoring protein 12(AKAP12)
102093581	RPS12	Columba livia	ribosomal protein S12(RPS12)
102095830	TSSC1	Columba livia	tumor suppressing subtransferable candidate 1(TSSC1)
102097722	BSN	Columba livia	bassoon presynaptic cytomatrix protein(BSN)
102097721	RASGEF1A	Columba livia	RasGEF domain family member 1A(RASGEF1A)
102093588	TRIM37	Columba livia	tripartite motif containing 37(TRIM37)
102085291	RASSF5	Columba livia	Ras association domain family member 5(RASSF5)
102096276	SMIM13	Columba livia	small integral membrane protein 13(SMIM13)
102085292	AQP1	Columba livia	aquaporin 1 (Colton blood group)(AQP1)
102085298	PHACTR1	Columba livia	phosphatase and actin regulator 1(PHACTR1)
102096688	MURC	Columba livia	muscle related coiled-coil protein(MURC)
105404205	PEX5L	Aquila chrysaetos canadensis	peroxisomal biogenesis factor 5 like(PEX5L)
102084228	PACSIN2	Columba livia	protein kinase C and casein kinase substrate in neurons 2(PACSIN2)
102096681	LOC102096681	Columba livia	CAP-Gly domain-containing linker protein 1(LOC102096681)
102095827	UPF1	Columba livia	UPF1, RNA helicase and ATPase(UPF1)
104843136	FKBP14	Haliaeetus leucocephalus	FK506 binding protein 14(FKBP14)
102092461	EXOC7	Columba livia	exocyst complex component 7(EXOC7)
102092465	ABHD17B	Columba livia	abhydrolase domain containing 17B(ABHD17B)
